评分,评论题目,用户名,时间,评论内容
 7/10,The Commuter Review: Liam Neeson’s latest is a flashy and fun ride,Nathanael Hood," January 17, 2018","]There comes a moment in Jaume Collet-Serra’s The Commuter where all one’s problems with the film—all one’s disbelief towards its improbable premise, all one’s discomfort with its occasionally shoddy camerawork and editing—fall away. In this moment we realize our total investment in its story, in its characters, in its simple progression of set-pieces. In recent years Collet-Serra has quietly established himself as an unsung craftsman of tightly knit, expertly executed genre pictures that keep slipping under the mainstream radar despite reliable critical and commercial success, most notably 2016’s delightful surfer-vs-shark thriller The Shallows. But in The Commuter we see a new fine-tuning of his talents in one of the first true surprises of 2018.

While on his evening train commute home from New York City, mild-mannered insurance salesman and ex-cop Michael McCauley (Liam Neeson) is approached by a mysterious woman named Joanna (Vera Farmiga) who offers him $100,000 to take part in a mysterious challenge. Somewhere on the train is a passenger who doesn’t belong. On the passenger is a bag. Find the passenger, mark the bag, and do it all before they get off at the last stop. Oh, and if he doesn’t, his wife and daughter will die. She will be watching. Her employers will be watching. Behave and play the game or else.

With its simple, high-concept plot revolving around a meeting of literal strangers on a train, comparisons between The Commuter and Alfred Hitchcock seem inevitable. But a more accurate comparison would be with Agatha Christie, particularly her beloved (and recently adapted) novel Murder on the Orient Express. But whereas that book focuses on a detective solving a murder while trapped on a train, this film follows a detective trying to prevent a murder while trapped on a train. Having taken the same train to and from work for ten years, he knows all the regular passengers. Through some clever deductions involving the ticket stubs of riders he doesn’t recognize, he identifies a number of possible targets: an exhausted Latina nurse, a punk rock photography student, an arrogant broker, a black guitar player, a bald card shark, and a tattooed thug. Logically one of them must not be who they say they are. Before long McCauley figures out he’s been drafted into identifying the sole witness in a murder case involving a city planner so they can be assassinated by Joanna’s employers. This means two passengers are suspect: a witness and an assassin.

One of the joys of The Commuter is how it establishes the train itself as a consistent physical space. Each compartment has its specific passengers, its specific rail employees, its specific landmarks. One of the compartments has even been abandoned due to a broken A/C generator, giving Collet-Serra the perfect setting for tense confrontations between McCauley and the passengers as well as threatening phone calls from the seemingly omnipresent Joanna. The train becomes almost a character itself, one we get to know intimately as McCauley traverses throughout, outside, and even beneath it in his desperate hunt.

Neeson may be in his mid-sixties, but Collet-Serra manages to pull many demanding stunts from this grizzled genre veteran. In the last few years Neeson has become a constant fixture in rushed-out January-February action films. But while the other ones might have bigger effects budgets and fight scenes, none of them have felt so visceral and desperate as the ones captured here. One scene where Neeson has to role himself out from under a set of tracks as the train runs above him actually yanked an audible yelp from me. One fistfight with a passenger involving impromptu melee weapons would have ranked among the best fight scenes I’ve seen in some months if it hadn’t been shot largely in medium-close-up with shaky cams.

The third act eventually settles into traditional action beats involving an obnoxiously animated CGI train derailment (relax, it’s in the trailer), a tense hostage situation, and shocking betrayals involving people we thought were clean but were really on the take and vice versa. But the meat of the movie is in its first two acts where it’s just a man trying to get to the bottom of a desperate situation with nothing but his guts, brains, and instincts. It’s a film that presumes an active, engaged audience eager to use their brains, not turn them off. It might be a flashy piece of entertainment, but it’s not a stupid one."
 3/5,Review: ‘The Commuter’ Hits the Sweet Spot Where Art Meets Trash,Tony Stamp," January 17, 2018","Jaume Collet-Serra has a flair for the absurd. His films hit that sweet spot where art meets trash, going right up to the line of implausibility then cheerfully sailing over it. They’re wildly entertaining, and Collet-Serra is no hack – his films are well made, he just has no interest in restraint or realism.

The Commuter is the Spanish director’s fourth team up with Liam Neeson, after the amnesia mystery Unknown, plane-based whodunit Non-Stop and disappointing NYC thriller Run All Night. It’s the pair’s most successful outing, despite basically sharing a plot with Non-Stop. Just, on a train this time.

Once again Neeson is at the whim of a mysterious stranger on the other end of a phone (this time we know it’s Vera Farmiga right off the bat). Tasked with finding a certain passenger without knowing their appearance, Neeson ambles up and down the carriages like an especially rumpled Poirot. Conveniently, he turns out to be an ex-cop.

The mystery is good enough. Collet-Serra is a student of Hitchcock, and his visual nods to the British master are more than just window dressing.

He also orchestrates action scenes so ludicrous you expect him to lean into frame and wink at the audience. There are two showstoppers here, one an extended fight scene that emulates the long takes of The Raid and Atomic Blonde to great effect, another that leans heavily on CGI without turning into a complete pixelf*ck.

Most impressive is how engaging it all stays while remaining in one location. The camera pirouettes though the train as familiar actors act vaguely suspiciously, and before long they each fall under Neeson’s piercing gaze.

The Commuter doesn’t reinvent the wheel, but it’s a solid enough thriller, as relentless as its sixty five-year-old lead actor and eager to entertain, logic be damned."
,,Al Hoff," January 17, 2018","In Jaume Collet-Serra’s absurd but relatively entertaining thriller, Liam Neeson plays an everyman — a financially stressed family man who is just trying to get to his suburban home from Manhattan on the Metro North train. For reasons too dumb and complicated to explain here, he winds up spending the normally uneventful journey variously interrogating, punching and rescuing his fellow passengers. It gives Neeson plenty of time to roam the cars, sorting out red herrings, while also worrying about his wife and his 401(k); first he’s panicked, then he’s out for justice! He may be a mild-mannered insurance man, but don’t count him out when it comes time to jump train cars. The first half of the film is better than the second — it sets up a recognizable character and lets him work through a moral quandary. Then it’s Neeson Action Time, and a series of increasingly ridiculous set-ups and easily guessed plot feints. It’s also about 15 minutes too long, but not bad for a cold winter night, if you like to see Neeson get shit done.  "
 B-,,Chris Stuckmann," January 17, 2018",
 3/5,The Commuter: Liam Neeson's training day madness,James Croot," January 17, 2018","Having warned Americans off overseas jaunts (Unknown) and aviation (Non-Stop), Jaume Collet-Serra and Liam Neeson have now seemingly set their sights on derailing train travel.

The director-actor combo's fourth collaboration sees the 65-year-old Northern Irishman play Michael MacCauley – a sexagenarian New Yorker having a very bad day.

Fired from his job at Union Capital Insurance, the former cop retreats to the bar in order to avoid the inevitable questions from his wife about how they're going to make the mortgage repayments and pay for the son's college tuition. After a pep talk from his old partner Alex Murphy (Patrick Wilson, playing a character whose name is surely a deliberate nod to RoboCop), he begins his normal commute home.
Mute
Current Time 0:16
/
Duration Time 0:43
 
Quality Levels
LIONSGATE
The Commuter: Hand me the phone
LIONSGATE

An action movie, a phone, Liam Neeson - you know what's coming.

However, tonight's trip on the Hudson North Line is anything but usual. He's approached by a stripy-shoed woman who calls herself Joanna (Vera Farmiga) and claims to be a psychologist.

She puts a ""hypothetical scenario"" to him. There's a package in one of the train's toilets which contains $25,000, which would be offered for something – you guessed it Taken fans – that Martin is ""uniquely qualified"" to do.

""Someone who does not belong on this train has stolen something,"" Joanna informs him, adding that in order to qualify for the cash and an additional $75,000 they would have to figure out who this is and place a GPS on their bag.

Naturally, curiousity gets the better of him, but when he then immediately tries to back out, Martin receives a package at the next stop – his wife's wedding ring.
As The Commuter demonstrates, there's just something appealing about watching the Ballymena brawler rail against ...

As The Commuter demonstrates, there's just something appealing about watching the Ballymena brawler rail against corruption, the cabal du jour and time itself.

READ MORE:
* The Commuter: Same train, wrong day for Liam Neeson
* Taken no more: Liam Neeson says his days as an action hero are over
* Liam Neeson: on silly movies, seeing God and the terrifying thing about Scorsese
* 13 years on, Love Actually's Liam Neeson reunites with screen stepson and his sweetheart
* A Monster Calls: A fantasy with real power to heal
* Gaunt looking Liam Neeson causes concern

Same schtick, different day? Well yes, it's hard not to see the similarities between this, the Taken films and the earlier Neeson-Collet-Serra team-ups.

The Commuter once again has the one-time Quin-Gon Jinn dishing out justice, taking names and yelling down the phone. And yet despite seemingly cribbing from a plethora of 1980s and '90s action movies – everything from Die Hard, Speed and In the Line of Fire to Commando, Enemy of the State and The Fugitive, as well as the wholesale theft of a classic Hollywood finale, there's a surprising amount of fun to be had.  
Mute
Current Time 0:02
/
Duration Time 1:27
 
Quality Levels
LIONSGATE
Liam Neeson discusses The Commuter
LIONSGATE

Liam Neeson discusses The Commuter.

Spanish helmer Collet-Serra keeps the action, twists and conspiracy coming thick and fast, while also throwing in some artful editing and genuine jumps. As for Neeson, there's just something appealing about watching the Ballymena brawler rail against corruption, the cabal du jour and time itself."
 3/5,,Larushka Ivan-Zadeh," January 17, 2018","RIVALLING The Accountant as the least electrifying action-man moniker ever, The Commuter reunites Liam Neeson and director Jaume Collet-Serra with the same preposterously entertaining results.

Newly redundant from the insurance firm where he’s toiled for 20 years, a salesman (Neeson) boards his usual train back home — with unusual results. A slinky blonde stranger (Vera Farmiga) offers him $100,000 if he will point out the person ‘who does not belong’ on the train. If he doesn’t, there will be consequences. With fishy-looking types at every turn, it’s like a high-speed Murder On The Orient Express with more face punching. The story’s total nonsense yet utterly compelling, and guaranteed to slap a smile on your face, if possibly for the wrong reasons. "
 2.5/5,We're sorry to announce The Commuter isn't a Liam Neeson's classic,Harry Guerin," January 17, 2018","Four months on from telling journalists that, at 65, he was a geriatric for the genre, the Free Travel-approaching Neeson acquits himself with goer gusto in The Commuter. It's his fourth film with director Jaume Collet-Serra after Unknown, Non-Stop and Run All Night, and while he keeps his side of the beat-em-up bargain, he deserved a better vehicle for his talents than this train-set thriller.
Strangers on a train...

Playing like Rebirth of a Salesman, The Commuter sees Neeson's insurance hawker arriving at the stop named P45 and then getting an offer he can't refuse from another passenger (Vera Farmiga - underused like Elizabeth McGovern and Sam Neill) on the train back home. Every man, as they say, has his thumbscrew, and Farmiga's mystery woman twists good-o in this movie, a whoisit rather than a whodunit.
The offer he can't refuse...

The first half is great fun, with Neeson gravelling and growling his way through every line as only he can. Yes, he's on the phone; yes, he looks great with a manbag and yes, it's not long before his crisp Oxford is only fit for the bin. In a nice bit of Die Irish casting, Killian Scott is among those to receive a larruping. Reckon he's still sounding the reverse alarm whenever he goes to sit in a chair...
Liam Neeson and Killian Scott get to grips with their scene

But for all the style and slickness, The Commuter literally goes off the rails and ends up feeling too close to the man-in-a-box trip we took aboard Non-Stop's doomed Transatlantic flight. Like that movie, the CGI during the big finale is silly. 
Yes, he's on the phone; yes, he looks great with a manbag and yes, it's not long before his crisp Oxford is only fit for the bin

Neeson and Collet-Serra are planning a fifth film together. After this, they need to make sure we're all in first class."
 2/5,,Nigel Andrews," January 17, 2018",
 4/5,,Elena Lazic," January 17, 2018","Self-aware superhero blockbusters are all but dominating Hollywood action cinema. Meanwhile, mid-budget, cheesy and self-serious action films, of the variety which made the 1990s so much fun, have barely space to breathe. Success stories such as the John Wick films have hinted at a desire for old school, concept and character-driven action stories, but even those movies have been a little too knowing to truly recall the cream of that bygone era.

Spanish director Jaume Collet-Serra has made his name as a modest master of these boilerplate genre flicks, and in turn has come closest to reviving this dearly missed tradition. He made waves with the ludicrous and brilliant 2016 film The Shallows, in which Blake Lively goes head-to-head with a shark. He impresses again with his new one, The Commuter, the most fully realised and rewarding of his collaborations with star Liam Neeson (Unknown, Non-Stop, Run All Night).

In this tight, fun and astonishingly choreographed new work, Collet-Serra once more demonstrates an intuitive understanding of his star’s image as a decent man who will always play by the rules – until someone else breaks them and attacks his family. He plays Michael Woolrich, a married man in his sixties who has worked, for most of his life, at an insurance company. On the cusp of sending his son to an expensive university, he is unexpectedly laid off. Seeing a star like Neeson troubled with such mundane problems is already thrilling in and of itself, but the story does not stop there.

Aboard the commuter train Woolrich has taken every day for the past 20 years, a mysterious woman (Vera Farmiga) approaches him and offers him a chance to make a lot of money in return for doing one simple task which would mean nothing to him, but a lot for somebody else. This straightforward metaphor for ruthless capitalism turns even more bizarre when our hero refuses to obey: the woman then holds his family hostage and threatens to kill everyone on the train if he doesn’t follow her orders. Caught up in a criminal conspiracy, he is forced to do what she asks: find the commuter she is looking for, and whack them.

Nodding to Agatha Christie’s ‘Murder on the Orient Express’, the film follows Neeson as he trudges from carriage to carriage, investigating an eclectic ensemble of characters and pointing out the faces he does not recognise. The comparison becomes beautifully obvious when the driver is killed. As the train nears its destination, the stakes amp up, and the strange woman becomes more impatient. The film itself also becomes less and less realistic. In its most audacious and, eventually, explosive moments, the film directly references both Tony Scott’s wonderful Unstoppable and Jan de Bont’s classic adrenaline rush, Speed.

The Commuter would not be half as much fun if it explicitly pointed out those references or acknowledged its own ridiculousness, in the manner of other contemporary, self-aware Hollywood action movies. This surface seriousness, and a refusal to fall into postmodern line, make it a film that functions as a latter-day continuation of ’90s action movies, rather than an homage to them. It is never afraid of being fun."
 3/5,,David Hughes," January 17, 2018","Liam Neeson has a very particular set of skills, skills he has acquired over a very long career. Which other actor boasts a CV that includes a Star Wars, a Batman, three Narnias, Love Actually, a Lego Movie and an Oscar nomination, and packs enough box-office muscle to turn a turkey like Taken into a trilogy?

Between franchises, there have been peaks (The Grey, A Walk Among The Tombstones) and deep, deep troughs (Battleship, Taken 2 and 3), but if you liked Neeson in director Collet-Serra’s vertiginously high-concept thrillers Unknown (nobody recognises our Liam!), Non-Stop (there’s a killer on Liam’s plane!), and Run All Night (he's got a single night to save his son!), you’ll be pleased to hear that their fourth collaboration is their best yet. If you didn’t, you’ll know that’s damning with faint praise.

    Neeson is at his most relatable. 

Neeson certainly has the chops to pull off a Hitchcockian thriller, so it’s a pity Collet-Serra doesn’t, because The Commuter gives them one hell of a plot – find the stranger on a train – coupled with an almost real-time race against the clock device Hitch would have straight up killed for. No, it doesn’t make a lick of sense – the logic bombs start exploding before the train leaves the station – but Neeson makes for an engaging everyman-in-peril, and is at his most relatable as the newly unemployed insurance salesman having a bad day take a turn for the worse.

Supporting cast-wise, it’s no Murder On The Orient Express, but it’s good to have Vera Farmiga, Patrick Wilson (who, after this and The A-Team, Liam really needs to stop trusting), Jonathan Banks, Sam Neill and Elizabeth McGovern along for the ride. En route, a succession of increasingly implausible plot twists ratchet up the tension, Neeson gets to throw some punches, Brian Mills-style (he’s ex-NYPD, remember), and by the time the train, and the film, go off the rails in spectacular fashion, you’ll probably be having too much fun to care."
 2.2/5,,Mark Ellis," January 16, 2018",
 1.9/5,,Kristian Harloff," January 16, 2018",
 5/10,,Benjam??n Harguindey," January 16, 2018","Liam Neeson interpreta a un vendedor de seguros que es despedido súbitamente y en el tren de regreso a casa una femme fatale (Vera Farmiga) le propone un sencillo trato: que identifique a un intruso a bordo del tren a cambio de cien mil dólares. ?Por qué él? Además de ser ex vendedor es ex policía, y supuestamente conoce al tren y a sus pasajeros como la palma de su mano.

La estrella y los avances comerciales sugieren una película de acción. En realidad El pasajero es un thriller, en síntesis no tan distinto a Asesinato en el Orient Express (Murder on the Orient Express, 2017). Estructuralmente es la misma trama: un detective a bordo de un tren en el que todos parecen sospechosos y uno por uno van siendo descartados. La diferencia clave es que en vez de identificar quién es el asesino el detective debe identificar quien será la víctima. Dicho esto Asesinato en el Orient Express es más exitosa en su acometido de evocar la nostalgia de un pasado glamoroso que El pasajero en sus intentos por retratar convincentemente el tedio y hartazgo de la clase trabajadora rumbo a casa.

?Es un buen thriller? Los enigmas son dos: quién es el intruso y quién se encuentra detrás de la conspiración. La respuesta a la segunda pregunta debería ser obvia teniendo en cuenta la vieja máxima acerca de los invitados estrella en los programas de televisión. La respuesta a la primera pregunta no es tan obvia, pero se debe a que no depende de ninguna de las soluciones presentadas al espectador, lo cual raya la trampa.

La trama se va descarrilando minuto a minuto, y los momentos de heroísmo social - sacados de cualquier película de desastres - son una mezcla de tiernos y vergonzosos. Pero por más predecible y ridícula que se ponga, la película no aburre. Neeson no se ve particularmente explotado como en las películas más rutinarias de su carrera y compone un protagonista creíble y entra?able, dentro de todo. La acción, compuesta con claridad a base de planos secuencia, es mucho más satisfactoria que la acostumbrada cámara temblorosa y montaje confuso. Hasta hay algún que otro buen chiste.

No hay grandes sorpresas ni momentos memorables en esta película, y como thriller es mediocre aún según los estándares de películas similares. Si resulta entretenido es gracias a su competente héroe de acción y la técnica del realizador Jaume Collet-Serra, que aún dentro del género es capaz de mejores resultados. Una noche para sobrevivir (Run All Night, 2015) tenía todo lo que El pasajero y además personajes interesantes y un conflicto humano genuinamente dramático. Aquí el director se ha conformado con lo mínimo."
 5/10,,Tony Medley," January 16, 2018"," Every few years since Taken (2008) was a runaway hit 10 years ago, Liam Neeson has come out with a similar type thriller. He is always a man alone facing insurmountable odds. Each time the resulting film has been a little weaker than the one that came before. This one is simply preposterous.

Directed by Juame Collet-Serra from a script by Brien Willinger, Philip de Blasi, and Ryan Engle, they place Michael Macauley (Neeson) on a train where he is accosted by a beautiful woman, Joanna (Vera Farmiga), who manipulates him into trying to find somebody on the train before it gets to a certain stop. She then disappears.

What ensues is, basically, one ridiculous plot hole after another. But the biggest pothole is that the people behind this know every move Michael makes, or is going to make, before he makes it. They are in contact with him through cell phones, even though he doesn’t have a cell phone.

Omniscient as they seem, however, they know everything except the identity of the person he’s trying to find. It's straining credulity to the breaking point that these people could be so organized and knowledgeable, but wouldn't know who it was they are after. There is tension throughout as Michael tries to comply with the instructions and Neeson does a good job of reflecting the virtual impossibility of his dire situation. And there’s a lot of action. Unfortunately, almost every scene is inexplicable and devoid of common sense including the ending.

And, speaking of endings, it seems to me that it is time that Neeson puts an end to these woefully weak follow-ups to Taken, or find better material.

 "
 3/5,,Tim Brayton," January 15, 2018","It had seemed, for a little while there, that Liam Neeson had tired of the ""AARP action hero"" phase of his career: Run All Night, his third thriller with director Jaume Collet-Serra, came out early in 2015, and since then it's been nothing but respectable roles in respectable movies: a small but hugely critical part in Martin Scorsese's very methodical and grave Silence, a big mo-cap and vocal part in the the solemn A Monster Calls, and the lead in a political biopic about Mark ""Deep Throat"" Felt, which nobody in the world saw, but which I'm sure was very sober and historically neat. And he somehow ended up in a Korean action film called Operation Chromite playing Gen. Douglas MacArthur, which I suppose could go either way.

At any rate, the three-year drought ends here, with The Commuter, his fourth collaboration with Collet-Serra, and their second which drops Neeson's character on a tube-shaped mass-transit vehicle where Neeson has to solve a crime before the vehicle reaches its destination, and in the process makes it look like he's gone nuts and has taken all the other passengers hostage, and there is a shady, mysterious woman played by an actor way the fuck overqualified for such a tiny nothing role. The last one was Non-Stop, in 2014, and it was set on a plane. The Commuter is set on train headed north from Manhattan to the suburbs. And if I may say so, a plane is a better location for a thriller, yet The Commuter is the better film - probably the best of the Collet-Serra/Neeson ventures, even, though there is a pretty narrow range of quality between all of them.

The title clues us in to the variable that's being played with this time around: Neeson's character, ex-cop Michael MacCauley, is a working schlub, dragging himself ever day from his family's upper-middle class home in Tarrytown to the city, where he works in an impersonal glass skyscraper selling life insurance. In the film's one aesthetically distinctive gesture, the opening credits sequence sees his routine play out across dozens of little moments, fragmenting his morning into repetitive gestures (turn off the alarm clock, wake up his teenage son (Dean-Charles Chapman), chat with his wife (Elizabeth McGovern), ride with her to the train station), showing us that no matter what's going on any given morning (sometimes he interrupts his son in the middle of sexting, sometimes he and his wife are fighting, sometimes it's raining), Michael is basically a boring person with an unending, unsatisfying, but reliably static lifestyle. It says something, I think, that this is the film's one big stylistic extravagance, and also that it hasn't been done very well by the post-production team (the sound editing is a little bit off). And that's just fine: we do not go to films like The Commuter hoping to be dazzled, but instead to see how well the old formulas go this time.

Pretty well, is the answer. The real narrative starts out as a mystery and then turns into an action film, and it's a solid version of both. Michael, on the day he is unceremoniously fired, is offered $100,000 by a woman named Joanna (Vera Farmiga, wasted in a grossly insufficient role even by Vera Farmiga standards). All he needs is to find somebody with a bag, who isn't a regular commuter on this line, getting off at Cold Spring. The name and sex of the somebody is unknown, though they are using the false name ""Prynne"", nor does Joanna know what the bag looks like. Michael is intrigued enough by the puzzle, and the $25,000 down payment, to start figuring out what's going on, prowling up and down the train, from end to end, several times, though he naturally assumes that Joanna is hiding something and is up to no good. Spoiler alert: she is, and she is. But as insurance, she's kidnapped Michael's family.

The Commuter adds no new wrinkles to what feels, overall, like an awfully familiar scenario; the shocking twists are pretty much exactly what they ought to be, and when we finally meet Prynne, their identity is no more nor less arbitrary than if they'd been any of the other half-dozen candidates Michael ineptly interrogates during his sweeps of the train. Oh well. Pity the viewer who enters this film for its story; the reasons to watch this are firstly, Neeson's unmatched ability to add a layer of sad humanity to the business of yelling and punching and hanging off the side of a train, and secondly, the ""bringing a pot to a boil"" gradualism with which the film cranks up the tension; this is in no small part because of Paul Cameron's cinematography, which closely attends to the sun lowering and setting over the course of the train ride, creating a deepening sense of gloom as well as providing the most subtle, subconscious kind of ticking clock. But it's also thanks to the ""and then there were none"" structure of Byron Willinger & Philip de Blasi and Ryan Engle's screenplay, with every new dead end in Michael's investigation (coupled with a bit more of a disheveled look in Neeson's eyes, and tightness in his voice) ratcheting the tension up one more notch.

And of course, there are action scenes: fewer than one might have wanted or expected, but what's there is excellent (bar some lousy CGI in a big sequence near the end). One fight scene, in particular, makes especially excellent use of the layout of a passenger train to funnel the movement of the characters through the space, and provide them with objects to interact with and dodge around, and that's all I'll say about it; it's an excellent scene, though, and probably the worthiest reason to watch the film at all.

None of this is extraordinary or unexpected: even the emotional arc laced through the movie, hinging on Michael's sense of uselessness as a 60-year-old with rusty skills and no job, is kind of just the thing you get with Neeson action movies, and he's had better arcs. I'm also not terribly impressed with the film's noncommittal treatment of economic desperation: the MacCauleys are dead broke and barely able to afford college, and this is the fuel for everything else that follows, but it's more of a feint towards seriousness, discarded as soon as the film can move on to something splashier. And even when it's present, it's utterly artless, with scenes that all but ask Neeson to turn to the camera and mournfully intone, in his gravelly brogue, platitudes about the unfairness of the modern American economy that the film has no interest in developing beyond noting that bosses suck. If it is impressive at all, it's only because a film like this needs no thematic resonance at all, and when it has any, it seems smarter than it actually is. But that's fine too. The Commuter didn't need to be smart, didn't even need to pretend to be smart, and it's a taut enough thriller that whatever else is wrong with it (some messy handheld camerawork, too much editing, stereotypical characters), it's still a satisfying bit of boilerplate action cinema."
 3/5,,Neil Smith," January 15, 2018",
 2.5/4,"'The Commuter' review: Another preposterous, but watchable Liam Neeson thriller",John Serba," January 15, 2018","“The Commuter” is rooted in a thought experiment of sorts: A man is hard up for money. He’s offered a pile of cash to perform a task, harmless on its face, that will have consequences for another person. He does not know what those consequences are. Does he go through with it?

It’s a moral conundrum, and when you think about it, it boils down to whether the man can live with the mystery, never knowing the final chapter of the story, so to speak. Of course, the scenario has sinister overtones, with implied harm coming to the other person, because why else would a large sum of money be involved? The designer of this scheme would have to be an amoral psychotic.
First Look Image.jpg

Vera Farmiga and Liam Neeson in ""The Commuter."" (Jay Maidment | Photo provided to MLive.com by Lionsgate)

In the case of this movie, Michael MacCauley (Liam Neeson) is the man, and he’s approached with the scenario by an unknown woman (Vera Farmiga). He’s tasked with identifying a person on a commuter train from New York City to the suburbs via a few vague characteristics, one of them being, the person “doesn’t belong.” Theoretically, he makes the commute every day, and will be able to narrow travelers down by their unfamiliar faces.

Of course, he’s also an ex-cop, presumably with some detective skills. Oh, and the ability to throw and/or take a punch, and shoot a gun. All of those abilities just might come in handy in a movie that’s rated PG-13 for “some intense action/violence,” but I’m no spoiler.  
TC_06089.jpg

Liam Neeson in ""The Commuter."" (Jay Maidment | Photo provided to MLive.com by Lionsgate)

Also of course, the movie pairs Neeson with director Jaume Collet-Serra for the fourth time, after “Unknown,” “Non-Stop” and “Run All Night,” movies that absolutely weren’t resolved nonviolently, but are similarly contrived, Hitchcock-inspired suspense-thrillers with modest thematic ambitions and strong direction. Collet-Serra’s wily camera movements and inspired use of locations pair reasonably well with Neeson’s sincere approach to everyman action-hero characters, and it’s a functional formula for movies that amuse and divert with little pretention. 

It’s a no good, very bad day for Michael even before he gets on the train – he’s let go from his job as a life insurance salesman, and a pickpocket lifted his cell phone. Prior to that, it’s established that he’s living paycheck to paycheck, and isn’t sure how the family will be able to afford his teenage son’s pending college tuition, although I’d recommend driving something more practical than a BMW sport utility vehicle, and maybe moving to a house with a kitchen that’s smaller than, I dunno, 1,000 square feet. 

Liam Neeson in ""The Commuter."" (Jay Maidment | Photo provided to MLive.com by Lionsgate)

So he’s feeling desperate when he takes a 25 percent down payment on 100 grand to stick a GPS tracking device on the as-yet-unidentified person. Who might it be? The young woman with pink punk-rock hair and a satchel full of fake IDs? The man with the heavy Eastern European accent? The African-American fellow with a porkpie hat and a guitar? The conceited Wall Street jerk jabbering into his phone? 

It’s an eventful commute: He headbutts a guy with a snake tattoo on his neck, puts another’s head through a window, and exchanges gunfire with a third potential suspect, and none of the commotion is heard by passengers or rail employees on neighboring cars. As the train barrels forward to the end of the line and Michael’s deadline, the laws of physics are either merciless or inapplicable. Meanwhile, the mysterious woman keeps calling him on a cell phone he takes from another passenger, the number for which she miraculously acquired, because as the conspiratorial mastermind of this highly engineered Movie Plot, she enjoys some of the screenwriter’s omniscience.

Liam Neeson in ""The Commuter."" (Ollie Upton | Photo provided to MLive.com by Lionsgate)

We could spend all day poking holes in “The Commuter,” but what fun is that? It’s easier to appreciate a breathless fight sequence edited to look like one long, uncut, heavily choreographed take, which every modern action movie worth its salt demands. It’s exhilarating in its brutality. As for the resolution of the core philosophical conundrum? Let’s just say Jean-Paul Sartre wouldn’t be impressed. It’s a bit of a cheat, an instance of Hollywood hogwash, where the hero can have his cake and eat it too. But as far as train-set thrillers go, I enjoyed it more than the recent reiteration of “Murder on the Orient Express,” an indulgent trip combining visual extravagance with high-minded themes only half-realized. Given the option, I’d choo-choo-choose “The Commuter” any day."
