评分,评论题目,用户名,时间,评论内容
7.0 / 10,Riding the Train To Mystery and Drama,rgkarim,13 January 2018,"
 Liam Neeson, a legend among the action/dram genre ever since Taken premiered years ago. Despite his best attempts, Neeson cannot seem to escape his typical role, and you know what... fans don't really seem to care. Fortunately, there has been some time lapse since his last escapade, but this weekend he is back in yet another intense movie called The Commuter. Looking to reprise his role once more, can this film triumph, or will it be just another copycat to be lost to the weekend. Robbie K is back with another review and also always thank you for reading. Let's go!LIKES:Mystery: A good mystery always suckers me into a movie and the Commuter has a hum dinger of one to solve. Upon entering the train and meeting Vera Farmiga, Neeson's character is dropped into the mystery with clues abound to choose from. One will have to pay strong attention to the details and dialogue to figure out all the answers, especially with many curve balls thrown in to try and lead you astray. That grand question of who done it, is the focal point of this entire movie, and the key factor to keeping you hooked in the movie. The Suspense: Of course a mystery can only go so far to keeping your interest. The Commuter has your back again on this, by keeping suspense intertwined with the mystery. Primarily through the pace, the Commuter moves at a fast pace to get you to the answers, taking only a few pit stops along the way to introduce a new dynamic into the mix. For once, I can't say there were any major scenes not needed, and with this storytelling, the intensity only deepened. Then come the actual threats and obstacles that further enrich the story, providing a little more depth to the usual plot that builds the intensity of the case, and keeping things relevant to the story. Add the finishing touches of dynamic cinematography with major sound editing and you've got yourself the successful recipe of another drama. The Climax: With all the epic build up promised in this movie, one only hopes the climax is able to meet the demands of the film. Fortunately, this film did not fail to please me with the ending at hand. Keeping with the energy of the film, the finale amped up the intensity with action, emotion, and a few twists to finally answer all the questions at hand. While there was a little convenient moment, the ending manages to bring everything together and leave you feeling fulfilled with true closure and what we can hope leaves no grounds for a sequel. DISLIKES:The Opening: While the Commuter gets to the suspense quickly, I can't say I enjoyed the rushed opening the film started with. A rushed montage that gave you brief glimpses into the life of Neeson's character clearly spell his life out, perhaps going a little too detailed in all aspects of his life. Ironically this approach left me a little bored and cheated of meaningful relationships with his family, you know the motivation for solving the crime, leaving me feeling he was the only one invested in the relationship. They even failed to show his family being kidnapped, and depriving of us the full emotional scale that we got with Taken. I do appreciate trying to get to the goods as soon as possible, but one must make sure to give that character some depth before testing them. Trailer Syndrome: Sadly, The Commuter suffers from the trailers giving a majority of the story away. While not all secrets are revealed, enough twists are shown in the brief 3 minute promotions to help you piece the movie together before it's even started. As if that weren't bad enough, one also can see those obstacles coming a mile away, making the movie become a bit more predictable and less intense. As it is the suspense and mystery that are key to getting the most out of this movie. If you avoid the trailers or are able to drop it out of their minds, no worries, but if you remember these like I do...get ready to be very familiar with these scenes. Semi-Rushed suspects: In movies like clue, and the original murder on the orient express, one become quite engaged in the stories of the those under suspect. However, The Commuter's cast are only semi-expanded upon in this movie and often in misbalanced proportions. Based on how often a character is used can certainly give you hints to their involvement, but these secondary characters are not well-integrated into the movie at times outside of some comedic relief. Sure, you get enough of their story to piece their struggles, but there was much more to be had. The VERDICT: The Commuter is a movie that I quite enjoyed, and is a welcome opening to what will most likely be more Neeson led dramas in the future. A strong mystery ties the action, suspense, and drama into a neat little package that builds up in intensity until the exciting climax emerges to wrap things up. Sadly, there are some editing tactics and semi-rushed development choices that take away from the character Neeson plays. Why they won't expand on his character and give him more depth I can't answer, but it would have been a plus if they had given him a little more to work with so he wouldn't be just another Taken knock off. Still, so long as you avoid the trailers, this movie is worth a trip to the local theater to entertain and tease your brain. My scores are: Action/Crime/Drama: 7.5 
Movie Overall: 6.5LIKES:--Mystery
--Suspense
--ClimaxDISLIKES:--The Opening
--Trailer Syndrome
--Semi-Rushed Suspects. The Commuter succeeds in providing you your Liam Neeson film fix for the next few months. While not an entirely remake of Taken, this film certainly has many similarities that take away from the uniqueness, but will please you. It has suspense and mystery to sweeten the pot, entangle with enough dramatic obstructions to try to deter him from uncovering the truth. Throughout the movie, one will certainly feel the intensity of the movie building, which is answered in spades by the incredible climax. Things will come full circle by the end of the film and the excitement will continue until near the last 10 minutes of the movie, which is something I can get on board with. 
 Sadly, this fast paced approach led to a b perhaps semi-rushed montage that added little to the film outside of quickly establishing his baseline. In addition, this approach crafted Neeson's character to be a bit shallower and boring in his quest to find the answers left bin that era. But when not concerned with the opening, the semi-rushed suspects and trailer syndrome will let you down and ruin many surprises that his movie needs to keep engaging. So bottom line for this is to avoid watching trailers for like the next two months. 
 Despite these areas of improvement though, The Commuter accomplishes it's goals and awaits further viewing by the public. I would recommend seeing this one due to all the mystery/music that graces it. If you decide to wait, please check out RedBox asap to enjoy this movie. My scores are:
Action/Crime/Drama: 7.5 
Movie Overall: 6.5"
8.0 / 10,Enjoyable ride,phd_travel,11 January 2018,Warning: Spoilers
8.0 / 10,Typical Liam Neeson movie!,allankaaber,15 January 2018,"Great action/suspense thriller with Liam Neeson. So if you like movies like Taken and Non-Stop, you should definitely watch this one.
You Will be sitting on the edge of your seat, while trying to guess what is going on and who are the people on the train. 
Liam is badass as ALWAYS! 
I was surprised to see danish actor Roland Møller (under sandet) in this movie too.. He is onde of our best actors, and it's nice to see, that he has taken on the big screen in Hollywood. Roland Møller Plays Jackson in the movie.
A very entertaining movie.."
4.0 / 10,This is a Bad One,statuskuo,15 January 2018,"Folks, this is a bad movie.
It starts off great, but crashes and burns towards the end. And it's heartbreaking, since the set-up is so strong.
Without going into plot, Liam Neeson is the best thing in this train wreck (see what I did?) He is a regular joe who is thrusted in a bizarre task of identifying a person on a train for this mysterious group. Very Hitchcockian, which downshifts into typical...and unbelievable commuter train crash. Neeson literally gets thrown from one train car to the next (was ridiculous in the first ""Mission Impossible"" movie). Even as a silly action film to switch your brain off, the big mistake it makes it to make it make sense. By that, I mean, filling in details of how the game was set-up. Luckily it was not a long flick and may be casual entertainment on a slow weekend. Be warned...this is a movie you walk out of where you shake your head confused as to the talent involved that would make something so flawed."
10.0 / 10,"Liam Neeson rocks. Awesome suspense, action n mystery.",Takethispunch,14 January 2018,"Insurance salesman Michael is on his daily commute home, which quickly becomes anything but routine. After being contacted by a mysterious stranger, Michael is forced to uncover the identity of a hidden passenger on the train before the last stop. As he works against the clock to solve the puzzle......"
2.0 / 10,A horrible movie - avoid at all costs,Dave Archer,14 January 2018,Warning: Spoilers
5.0 / 10,Liam Neeson Awesome as Always... but...,dantharpe,16 January 2018,"You are never disappointed with Liam Neeson... here's another great movie with an awesome storyline that keeps you on the edge.
The most frustrating thing about this movie is the beginning. The editing at the beginning creates entirely too much confusion and very hard to follow making it most unenjoyable to the point you think you've wasted money on a movie ticket.
However, once the poor editing settles down and the storyline begins to flow it grabs you and takes you on a ""train"" ride you will never forget!For new viewers, at the beginning hang in there... it gets better!"
5.0 / 10,"30% Taken, 30% Non-stop and 40% ""16 Blocks""",sdharmav,15 January 2018,"Just another Liam Neeson movie. It's like watching Taken, non-stop and 16 blocks all together. There is nothing new in story."
5.0 / 10,"Classic Neeson, passable entertainment",richardjehrenberg,14 January 2018,"Convoluted plot, nonsensical and illogical in ways.Loaded with technical faux pas. Would have been better if the writers or producer had resisted the temptation to inject a kiddie-oriented ""disaster movie"" type scene and not strayed from to the plot basics.Final scene must have been an afterthought, it was terrible.I will skip the details to avoid spoiling. No explanation or real conclusion - 'nuf said.If there's nothing else to watch...."
7.0 / 10,"A very similar ""Non-stop"" so nothing better",Iliescu Victor,13 January 2018,"Perhaps the first thing that stands out about this film is the similarity between it and its older ""sibling"" Non-stop (2014). The director's mark is noticed throughout the film and it's not entirely for the best.
I appreciated that Liam did a very good job, portraying an ex-cop with some fighting skills (as he got us used with) so with his current age in mind, only good words about that.
The bad things about this movie start with the very beginning, it's slow and takes a lot of minutes until things finally kick in. Not only that but throughout the film there are several scenes that makes you question what hour is it and how long until the movie ends (even though its roughly 100 minutes of runtime). 
The action scenes, which are quite a few, are well filmed most of the time and inserted when needed but some of them feel too forced and stupid. 
At times, I found myself feeling that I was watching Non-stop yet again, the plot and action being that movie: Liam is some sort of ex-cop/fed agent in a confined space, forced by bad guys to do something. 
The film is not great, it's a good action thriller with Liam Neeson, perhaps that's what makes this movie decent and worth to watch at least once."
5.0 / 10,Behind the Popcorn with Jacob Mello,thejacobmello,8 February 2018,"The last time I was treated to a ride that this closely paralleled The Commuter's velocity, originality, and overall thrill factor, I believe I was just outside of my local grocery store on a 25 cents per go, mechanical horsey ride. Still I have to admit, dignity aside, my day was slightly better because of it.Sitting just between good and bad on the spectrum, I suppose the polite euphemism for this movie is to say that it was ""familiar."" In fact, you could probably recreate this film, shot for shot, out of footage from other Liam Neeson movies. 
While it's my sincere hope that this Ikea version of film craftsmanship is a fad, I also have to acknowledge the fact that - though, The Network, this wasn't - they told us exactly what they were giving us in the trailer, and they delivered on that promise (unlike other shit-bomb murder on a train movies released in the last six months).The acting was good, the action wasn't bad and the story was decent (I know that because if it wasn't, they probably wouldn't keep recycling it film after film) but familiarity breeds boredom, and suffice to say, even first time moviegoers seemed to instinctively smell the silent but deadly twists and red herrings bubbling up before they were squeaked out into the stale theater air.If you've seen everything else, you might wanna give this one a try but otherwise just earmark it for a good Redbox rental to have on in the background while you clean-out your inbox in a couple months.And now, an open letter to all terrorists, murderers, kidnappers, and otherwise: I know it's not easy running a business that's largely opportunistic, especially in this climate. I know this is an industry where things can go wrong in a moments notice, leaving you with little else aside from improvisation; Shit happens. I get it - but threatening Liam Neeson's family is under no circumstances a good investment. Ever.Prescriptions
Go to the source: Watch the original TakenFor a better hostages caught in a conspiracy movie: Watch The Negotiator"
,Starts well but goes off track,rogerdarlington,8 February 2018,"""The Commuter"" - a teasingly down-beat title for an action thriller - has the same director (Spanish Jaume Collet-Serra) and the same star (Irish Liam Neeson) as the earlier ""Non-Stop"" and indeed has essentially the same plot: a troubled hero with law enforcement skills trying to identify a key passenger on a tubular form of transport, last time an airliner and this time a commuter train. There is some flashy camera work, including a long shot seemingly taking us continuously the length of the train, and even an ""I'm Spartacus"" type scene.It starts really well with a Hitchcock-type scenario where a mysterious woman (played by Vera Farmiga of whom we see too little) offers a recently sacked insurance saleman who used to be a cop $100,000 if he will just find someone who is not actually commuting before the train reaches the end of the line. The tale becomes increasingly twisted and unlikely but, at the time, it is entertainiung enough with plenty of thrills and spills unfolding in near real-time."
5.0 / 10,An average action film with very few surprises,alindsay-al,6 February 2018,"So here we are again another Liam neeson action film involving a mode of transport, this time it's a train and I have seen the commuter and this is just a very average movie. The premise of the film sees a businessman forced to take up a manhunt on a train. Liam Neeson is a great actor, but has got very typecast in this role of the older action start but bit really still works for this film. He is easily the best part of this film and he still sells this likeable older tough guy very well and he can continue doing it in my opinion. But the rest of the cast are pretty poor, Sam Neil, Vera farmiga and Patrick Wilson have smaller roles in this film and they 're all as cliche as you would expect with none of them standing out in any way whatsoever. All of the suspects on the train are pretty bland characters that don't particularly feel very real or interesting at all. The story does a good job in making you root for this out of luck run down good guy and really feel for him in the situation he has been put in. But my goodness this has one of the most headshaking, confusing plots I have ever seen that is so contrived that I actually felt insulted by it in the end and feel that even non stop made more sense then this. The script has some real serious drama in it and for the most part it comes across well, however, this film tries the occasional bit of humour and it just doesn't really work very well and doesn't fit well with the rest of the film. The style of the film has some decent suspenseful scenes in it and at times had me questioning what was going on, but the action scenes and set pieces were just nonsense. One action scene in particular has so much green screen that it is totally laughable and it doesn't come across well at all. Overall the commuter is a very forgettable film that isn't really worth a watch, watch the first taken film or run all night they are superior film's to this."
5.0 / 10,"junk, but enjoyable on its own dumb terms",MisterWhiplash,6 February 2018,"My first thought seeing The Commuter as someone who lives around the area this is set... I wonder if the filmmakers have ever traveled from midtown Manhattan to Tarrytown. It's.... not very far really. This movie makes it feel like it takes 5 hours to go through. But one would wish that was the biggest gripe to have here, and that's the least of the issues around what I'd dub simply 'Dumb Strangers on a Speed Orient Express'. This really is all three of those - Hitchcock, Jan de Bont, and a sprinkling (like whipped cream on a frappuccino) of Agatha Christie with Neeson on occasion as the Irish butt-kicking Poriot - but as if it was done by someone who smoked a lot of weed beforehand. Not to mention, of course, a special effects team that sometimes tried to give us realistic looking trains and at other times decided to fully embrace that this is a Jaume Collet-Sera movie (director of The Shallows and Orphan don't forget) and have CGI schlock in the final act. The one shame in this latest Neeson thriller, it starts off with a bit more of a psychological bent. Maybe it'll simply be about the personalities on this train, who he has to track down. And sure they may be types... no, no, not may, they are, down to the bearded comic-relief guy, the dyed-haired girl who has fake ID's, and of course the Donald Trump Jr-looking stockbroker who is tied up with Goldman Sachs (and for which Neeson in a cringe-comedy moment, not intentionally, tells the audience to remember to give Goldman Sachs a big 'F-you', as if it's still seven years ago and people care, but I digress). But about midway through the film, or even two-thirds of the way in, when we are finally privy to what this *plot* all about - a real who gives a good goddamn moment - the psychological tension, if there was any there, is gone (or even, dare this even tried to go there, if Vera Farmiga who sets the whole thing in motion and makes the starkest comparison to ""Strangers"", was all in Neeson's character's just-fired burnt and desperate out 60 year old mind). It's frustrating since it has that promise of trying for something a little deeper, even if it's that shallow Hollywood deepness (or as a friend of mine might call a ""deepity""), and a solid premise for a twisty thriller. and then decides to go ""eh, screw it"" and embrace its dumb when it's almost near the end anyway. I don't think Neeson could've quite anchored this from start to finish if it had been dumb all the way through, that's not how he operates as an actor and to his credit he does more with this guy than he's done with anyone I can remember in a while. But he's also left to become another fighting tough ex-copper (that's not some big surprise, it's established fairly early on), and while it's good that the filmmakers don't make him invincible and work his age and frailties into this, it still is that Hollywood action movie frailty, where somehow the decade-long insurance man is able to snap into action when called upon the movie to do so. The Commuter is junk, in other words, but it does pass the time and isn't so stupid that it's offensive."
8.0 / 10,Train ride to the end of the line,dlwrightsman,5 February 2018,"Unlike most of the alleged experts who over analyze the movie by bringing up poor story line, unbelievable scenario and blah blah blah, I will focus on entertainment factor only.First, I am a little biased in that I and my wife like Liam's movies. OK, here it goes. We loved this movie. It was action packed and intense from beginning to end. I thought the story line was superb. Yes, not particularly believable but in today's world of crap and lying, it was what I was after as a entertaining fiction. It did not remind me of Taken or any other movie because it stood on its own story line. The special effects were superb, the characters of people on the train interesting. Liam was awesome and I will probably go see it again. BTW an awesome ending with a couple of unexpected surprises."
5.0 / 10,Well... That Was Expeted,marcgregorio,5 February 2018,"If you have seen some of Liam Neeson's movies such as Taken or Non Stop well you would probably figure out the entire story line within the span it takes you to get your popcorn and get to your seat. The story line revolves in more or less the same as it has been in the past thriller/ action movie he has been in- something or someone has been taken or that he is the only capable soul able to solve the mystery (SHOCKER!). Do not get me wrong it is decent movie, but it was definitely not a movie worth watching in the cinema. Wait for a DVD release and allow yourself the choice to stand up and go to the toilet, grab a toastie or a glass of whiskey because you would probably end up wanting the movie to end after 30 to 40 minutes of sitting down waiting for something (unexpected) to happen."
10.0 / 10,Very enjoyable nonsense,josephoneill-47629,4 February 2018,"A humorous homage to Hitchcock ,Agatha Christie (Murder on the Orient Express), and the movie Spartacus.
Hollywood at its best - ridiculous plot - full-blooded overacting - and lots of cliff hangers.
My favourite character was the junior train ticket collector - cowardly and likeable.
Nice to see the literary allusions to the Lord of the Flies, The Count of Monte Christo, The Scarlet Letter, and The Grapes of Wrath."
5.0 / 10,"It is what it is, which is enough for some",John Ryan,4 February 2018,"Boilerplate, unremarkable, dull, overlong at only an hour and 45 minutes, mostly devoid of fun, not nearly as clever as it thinks it is, only one decent action scene, insane logical leaps, plot holes, and nearly Shyamalan-esque dialogue.
 
But buried between the silliness and merely serviceable acting is enough B-movie charm and Liam Neeson being Liam Neeson to keep it from being a complete dumpster fire."
6.0 / 10,"Been there, done that, but still a fun ride",trinaboice,4 February 2018,Warning: Spoilers
7.0 / 10,great fun but adds little to the genre.,ib011f9545i,2 February 2018,"I am not going to be too critical of this film,it is the sort of film I like and it is a good example of the type.
I did not find the plot too predictable and the action scenes are well handled.
There are some good actors in this who have very little screen time,I wonder if a lot of scenes were cut?Liam Neeson is convincing in the action scenes,unlike some actors who look like they have never been in a fight in their lives.
I don't rate this as highly as the first Taken film or A Walk Among The Tombstones but it is worth seeing."
,Neeson at his best,Figgy66-915-598470,1 February 2018,"1 February 2018
Film of Choice at The Plaza Dorchester This Afternoon - The Commuter. Liam Neeson doing what he does best. MIchael MacCauley (Neeson) is travelling home on the commuter train he uses every day, and that's where his world falls apart. Approached by a stranger he is asked to do one little thing and from that point on, all hell breaks loose. This film is fast paced and incredibly tense. Shot mainly on a train we find our cast put into impossible situations as Neeson races around trying to solve the mission he's been set. There was a good supporting cast, especially the passengers on the train, there was a good cross section of people represented, from a nurse to an arrogant young stock broker and an elderly man to a student. All had a valid reason to be there and yet all were under suspicion. This film was very well written and I changed my mind many times as the plot unfolded, the twists and turns kept you completely absorbed from start to finish. Liam Neeson shone in this role and I think you could easily watch it again even if you knew the ending."
8.0 / 10,A perfectly executed routine job,kluseba,1 February 2018,"The Commuter is another movie with Liam Neeson being Liam Neeson. This time, he plays a family father who loses his job and is about to lose everything he has. On his train ride back home, he gets approached by a woman who offers him twenty-five thousand dollars if he does her a favor. As soon as the desperate man takes the money, all hell breaks loose. He is supposed to find and eliminate a witness to a crime on the train or else his family will be in danger.Even though we have all watched similar movies before like Non-Stop, also involving Liam Neeson, that had a very similar story but took place on a plane, The Commuter is one of the most entertaining movies of its kind. It takes the time to introduce the main character and how his organized everyday life shatters from one day to another which makes us empathize and even identify with the character. The plot is mysterious and tense, as more and more details about the background story emerge step by step to keep viewers focused from start to finish. Additional story elements add a few doses of energy at the right moments and even though the solution to it all isn't that hard to figure out, you still keep guessing until the end how it might all turn out.The movie obviously has a very special atmosphere, since more than three quarters of it take place on a train, in a closed environment, with a set of diversified characters. I have always liked the idea of movies, novels and theater plays based upon this idea and it's very well executed here.The special effects aren't overused which gives the movie an almost realistic touch which gets the viewers emotionally involved. Only the final twenty minutes or so are filled with spectacular action, leading to an appropriate showdown and its aftermath.The decent soundtrack complements the movie's gloomy atmosphere. The lighting techniques add a sinister tone as well. The at times claustrophobic camera angles are employed accurately. The makers of this movie clearly knew what they were doing.Even though The Commuter isn't a particularly original movie, it's a great ride and entertaining from start to finish. Go watch it at your local cinema."
4.0 / 10,Could be better,didiergaillard-96516,31 January 2018,Not really convinced by the staging. the scenario is good but the film lacks darkness and the characters are too caricatural. Finally the fight scenes are too improbable and do not match the style
6.0 / 10,How did it end?,theobartley,31 January 2018,"Even action movies should have a plot. Shouldn't they? This movie had an incipiently great plot but it was drowned out by the action, and came to naught. Such a shame. My two friends and I tried to make sense of the ending, but couldn't. Too many questions left unanswered, as though begging a sequel to provide a sensible conclusion."
6.0 / 10,The Commuter ***,chrisjhembury,30 January 2018,"Liam Neeson reunites with action director Jaume Collet-Serra after working together on Unknown, Non-Stop, Run All Night now comes there latest Thriller (and Neeson's rumoured last action film) The Commuter. 
 
The story unfolds as Neeson plays the Insurance Salesman who on his daily commute home on the train is approached by a mysterious stranger (Vera Farmiga, Conjuring fame) to find a particular passenger who ""doesn't belong"" and he will get $100,000 in return. Shortly here after his life spirals into a chaos that makes Northern Rail look phenomenal. 
 
The two most successful parts of this production are the leading actor and the director. They know there stuff and smash the Action genre with great success. Neeson embraces the genre with ease, reliability and hops, skips and jumps (in some scenes really far) his way through the narrative that in recent years has given him such a successful platform. 
 
The Director strives to be as creative as possible instantly proving the trapped location of the train is no trap for his creative visual style creating cool SFX shots that keep the plot rolling with speed. Particular fun is shown taken setting the stage in the opening credits fast cutting his daily commute with footage of the hundreds of times his carried out this routine, with fast cutting and shot merges we learn allot fast, kicking us into the set stage. 
 
The let down really is the script that feels particularly rushed, what could have been a wicked Hitchcockian adventure like The Lady Vanishes on acid is replaced with a almost half thought out scenerio that needs much more time in the creative oven to have been developed.
 
Great talented cast additions like Jonathan Banks (Breaking Bad) and Sam Niel (Jurassic Park) are given very little to do and their skills as actors are not rewarded by great dialogue either both have pretty unexciting lines to phone in. 
 
If you can ignore weak plotting, logic and an almost shameful recreation of the ending of Non Stop at the airport you are still left with a entertaining action thriller that has clear stand out moments of suburb action from a extreamly original guitar knife fight to a cripping train crash if you let great actor/director go for it they deliver the goods. And if you had delivered them a better script I think they really could have raised the bar. In pun terms this train ride could easily have been upgraded to first class. 
 
Popcorn Thriller with some funny lines, good action and not so twisty plot."
7.0 / 10,Almost worth the journey,dj-lord,29 January 2018,"I love that Liam Neeson re-launched himself as an action guy. I thought it was a strange choice but, as Taken showed, it actually worked really well. However that fact he's now churned out 4/5 of the same film since then, it's starting to wear a little thin. As good an actor as he is, it's getting hard to distinguish between the personas he's played now in Taken/Unknown/Non-Stop and now The Commuter. Luckily there's a decent thriller/mystery plot to keep the film ticking over, solid performances from Neeson and the rest of the cast and a nicely chilling turn from Vera Farmiga. Some of the action, especially late on, gets a little OTT and silly (with some god awful CGI/green-screen) but all in all there's a pretty solid movie, story and acting holding it all together. Worth watching but don't expect anything too spectacular."
6.0 / 10,Mostly mindless (yet sometimes flawed) entertainment,PubHound,29 January 2018,Warning: Spoilers
8.0 / 10,Taken a Non-Stop train.......,FlashCallahan,29 January 2018,Warning: Spoilers
6.0 / 10,A who is it action movie,gimili,28 January 2018,"What is The Commuter? It is a movie about a man who has taken the train for the past 10 years who is offered a ""hypothetical"" situation to find a person on the train. He does not know who it is and neither do we.What I liked about this movie was the deductive reasoning behind the movie plot. It kept me engaged. You as the viewer are constantly trying to figure out who the person is along with the main character, Michael McCauley. I kept thinking to myself the person is (insert character). The problem with this suspenseful thriller is that it lacks the action packed sequences associated with other great action movies of the past. Because of this there are certain ""reality"" checks that happen throughout the film. The plot of the film is never really explained in any great detail so you are constantly wondering along with the main character why the person everyone is looking for is so important. You get a brief explanation, but nothing more. The movie just does not have the same plot and main character development as a movie like Taken. This is a one-time have fun at the movies film with enough action and suspense to be good enough so you stay interested throughout. For that, I recommend seeing the movie."
9.0 / 10,Liam Neeson doing everyman hero as only he can - and with enough twists to keep things interesting,Dave McClain,28 January 2018,"""The Commuter"" (PG-13, 1:44) reunites Liam Neeson with his ""Non-Stop"" (2014) director, Jaume Collet-Serra (who also directed Neeson in the underrated 2015 ""Run All Night"") for another action crime drama set in a confined space. Neeson plays Michael MacCauley, a former NYC cop turned insurance salesman. Michael is having a really bad day which only gets worse when he's chatted up on his commuter train by a woman calling herself Joanna (Vera Farmiga), who at first just seems annoying, but turns out to be pretty deadly. Joanna seems to have targeted Michael for a job requiring his particular set of skills. She wants him to use his experience as a former cop to suss out the identity of a unspecified person on the train with an unspecified bag whose unspecified contents are very important to some unspecified (but obviously very powerful) people. Joanna offers the cash-strapped Michael $100,000 ($25,000 up front) to find the person she's looking for - and threatens the lives of his wife and son if he doesn't comply before the train reaches... the end of the line. (And she also seems able to monitor all of his activities on the train and doesn't mind offing innocent people to make a point.) It's always fun to watch Neeson try to work his way out of such predicaments - and the combination of Neeson and Collet-Serra again delivers a thrilling, action-packed mystery - with an especially good cast and creative camera work. ""A-"""
5.0 / 10,About twenty of these films are churned out every year,DylanW,28 January 2018,"The Commuter marks the fourth film director Jaume Collet-Serra works on with Liam Neeson, the star of this film. Liam Neeson, who plays fired insurance salesman and ex-cop Michael MacCauley must complete a task for Joanna, a mysterious woman who promises 100,000 USD and threatens the safety of Neeson's family. Joanna, played by Vera Farmiga (who also performs in a Collet-Sera directorial, The Orphan) performs gracefully, providing the chilling role necessary for this thriller, despite only physically appearing in two scenes. The performances were mediocre all around, including the star, Liam Neeson. Neeson, whose character was completely twisted by the scripet-writers. Somehow, Neeson's far-too unbelievable character, manages to fend off adversaries a third of his age, as well as possessing twisted morals and luck-lustre emotions. After harrowing scenes of intensity, Neeson's character shrugs it off like a stroll in the park serving as an uninteresting character, unrelateable character; whether this was due to script writing or acting, someone is to blame. The script, written in a group of five, was completely lack-lustre, beginning with an explosion of origins, but slowly fading to ash, with a completely obvious, uninventive finale. Not only that, the moments of what was meant to be ""intense"" were, in fact, as boring as watching a dog eating. Not only that, but the fight and action sequences are, completely exaggerated and over-the-top, cutting the last string of reality The Commuter held onto.This is coming from the same person who loves Mission Impossible.Watching the film, I felt unhindered having not seen Non-Stop (basically the same film as The Commuter just on a train instead of a plane) so, despite this being a new experience altogether, I still found myself disappointed, over what looked like an intense thriller (judging by the trailer) to your stereotypical thriller."
5.0 / 10,Flat and boring,tmpsvita,28 January 2018,"The fourth collaboration between Liam Neeson and the Spanish director Jaume Collet-Serra gave rise to a double, perhaps it is better to say to a bad copy, of their proceeding work ""Non-stop"".
After seeing the trailer I had already noticed the similarities between the two films but this did not deter me in going to see him at the cinema, even the winning team did not change, so my expectations were quite high, I expected a thriller an engaging and entertaining action just as it had been Non-Stop, a little less so was ""Run All Night"".
The problem, however, that makes this ""The Commuter"" a real failure is the total lack of the engaging and fun action I was talking about before, the film, in fact, throughout its duration tries to dupe the viewer with some special effect here and there, only in some scenes they results functional, a very noisy soundtrack and a dynamic direction that, however, shows the quality as a director of Serra especially when he has to move in tight spaces like an airplane (Non-Stop) or, in this case , a train.
The problem is not the absurd and therefore absolutely untrustworthy subject, but the plot that, in taking itself too seriously, makes water on all sides; the problem are the really badly written dialogues that make any situation on the edge from being ridiculous or embarrassing.
And it isn't neither is the interpretation, all in all acceptable, of Liam Neeson who, despite his age, still manages to perfectly support the most ""animated"" sequences.
Each of these sequences, however, has never managed to make met have fun and at no time during the film I felt involved but rather the various problems I listed above produce the opposite effect: a boring, flat, glossy and untreated movie. 
The finish is the cherry on the cake with bad special effects and a cloying happy ending. 4,5/10"
,"Easily Liam Neeson's best ""angry old man doing action"" movie",OneEightNine Media,28 January 2018,"Ha ha ha, this film is surprisingly alright! Easily Liam Neeson's best ""angry old man doing action"" movie. This movie has something all those stupid Taken films don't have - an actual plot. The film works because it uses plot to progress the film as opposed to using action to progress the film to an obligatory hour and a half time frame. But yeah, this is a mystery action flick. Somethings are predictable but there is still enough surprise elements to keep you wondering. Plus watching Liam Neeson do his thing is always entertaining. This is a 7.4 out of 10 kind of deal but I'm rounding up to 9 out of 10 just to offset the current IMDb score."
,Great action thriller,Kingslaay,26 January 2018,"This was a great film that got better as went on. You could the intensity grow as Liam Neeson (Mike) had to find out who the secret passenger was and why. The vagueness and mystery coupled by some great action scenes made for an enjoyable film. A good cast, strong performances and interesting story to weave it together. I would not listen to the reviews and silly ratings. I would make up my own mind and watch this movie fresh. As usual many have gone with the opinion of a few. If this film is not an entertaining time at the movies then what is?7.8/10"
8.0 / 10,My movie theater seat-mate says that this is the kind of flick . . .,Edgar Allan Pooh,25 January 2018,Warning: Spoilers
