['粤Y585R0奇瑞牌小型汽车', '//sf.taobao.com/sf_item/564696196957.htm', 'failure']
['车牌号为鲁CGV803的东风雪铁龙爱丽舍小型汽车', '//sf.taobao.com/sf_item/566357635908.htm', 'failure']
['闽C4F890雪佛兰机动车', '//sf.taobao.com/sf_item/566357714162.htm', 'failure']
['晋D52063、晋DR964挂号重型半挂车一辆', '//sf.taobao.com/sf_item/566358643612.htm', 'failure']
['甘AU6567斯巴鲁JF1BR96D小型越野客车', '//sf.taobao.com/sf_item/566370657421.htm', 'failure']
['鲁H9068飞碟牌重型货车', '//sf.taobao.com/sf_item/566741385519.htm', 'failure']
['豫R1871K别克牌小轿车', '//sf.taobao.com/sf_item/566915617757.htm', 'failure']
['名爵牌小型汽车', '//sf.taobao.com/sf_item/566939089357.htm', 'failure']
['牌号为豫A666AM的奥迪牌汽车一辆', '//sf.taobao.com/sf_item/566940625724.htm', 'failure']
['甘L52366号雪佛兰牌SGM7203MTA小型轿车', '//sf.taobao.com/sf_item/567081634180.htm', 'failure']
['新B62949号陕汽德龙X3000重型半挂牵引车', '//sf.taobao.com/sf_item/567058507808.htm', 'failure']
['云A306RQ别克牌SGM7161MTB小型轿车一辆', '//sf.taobao.com/sf_item/564584556271.htm', 'failure']
['云EF6859号北京现代牌汽车一辆', '//sf.taobao.com/sf_item/565501321034.htm', 'failure']
['豪泺牌重型自卸货车', '//sf.taobao.com/sf_item/565584099492.htm', 'failure']
['车牌号川AT7E71的沃尔沃YV1FS445小型轿车', '//sf.taobao.com/sf_item/565609974048.htm', 'failure']
['桂BXY605长城牌小型轿车', '//sf.taobao.com/sf_item/565714207605.htm', 'failure']
['车牌号码为辽A65E09金杯海狮轻型客车', '//sf.taobao.com/sf_item/565927645140.htm', 'failure']
['车牌号码为辽AF4206丰田佳美小型轿车', '//sf.taobao.com/sf_item/566001826694.htm', 'failure']
['鲁S04497号车辆', '//sf.taobao.com/sf_item/566133826678.htm', 'failure']
['浙B1LY95的小型轿车', '//sf.taobao.com/sf_item/566144092040.htm', 'failure']
['辽AE2127东风牌载货汽车', '//sf.taobao.com/sf_item/566150336296.htm', 'failure']
['豫P207P2宝骏牌一辆', '//sf.taobao.com/sf_item/566184768966.htm', 'failure']
['别克牌SGM7240G小型轿车一辆', '//sf.taobao.com/sf_item/566211449819.htm', 'failure']
['有关一辆豫C3D165号胜达牌小型普通客车的拍卖', '//sf.taobao.com/sf_item/566211769137.htm', 'failure']
['桓台县人民法院关于拍卖鲁CE3355奥迪A8L汽车一辆的公告', '//sf.taobao.com/sf_item/566230630973.htm', 'failure']
['赣KL3222江淮小汽车', '//sf.taobao.com/sf_item/566243829936.htm', 'failure']
['湘E7HY85号力帆牌LF7152B型小汽车', '//sf.taobao.com/sf_item/566244840869.htm', 'failure']
['鲁SP2816捷达牌小型轿车（车辆识别代码：007846）', '//sf.taobao.com/sf_item/566261052577.htm', 'failure']
['辽A6S949福田牌厢式运输车', '//sf.taobao.com/sf_item/566266269396.htm', 'failure']
['辽AE3551东风牌载货汽车', '//sf.taobao.com/sf_item/566266569105.htm', 'failure']
['苏NF9027/苏N6796挂号型普通半挂车', '//sf.taobao.com/sf_item/566316969275.htm', 'failure']
['梅赛德斯-奔驰牌小型轿车', '//sf.taobao.com/sf_item/566326043857.htm', 'failure']
['乘龙牌重型厢式货车', '//sf.taobao.com/sf_item/566329483318.htm', 'failure']
['鲁D GX023哈弗牌汽车', '//sf.taobao.com/sf_item/566365179457.htm', 'failure']
['梅赛德斯-奔驰2996CC轿车（吉BCR519）', '//sf.taobao.com/sf_item/566366971560.htm', 'failure']
['车牌号为苏EM5K77凯迪拉克轿车', '//sf.taobao.com/sf_item/566368753120.htm', 'failure']
['（破）嘉兴市龙禹投资有限公司所有的浙F97888蓝色奥迪牌汽车一辆', '//sf.taobao.com/sf_item/566369205588.htm', 'failure']
['辽AG6703解放牌厢式运输货车', '//sf.taobao.com/sf_item/566433311344.htm', 'failure']
['停放于东莞市石碣法庭停车场内刘兴利名下的粤SQ745S号比亚迪小型轿车一辆', '//sf.taobao.com/sf_item/566494087183.htm', 'failure']
['梅赛德斯奔驰E300L', '//sf.taobao.com/sf_item/566833711795.htm', 'failure']
['车牌号码为没黑MQ5012，北京牌BJ5040XXY13汽车。', '//sf.taobao.com/sf_item/564762593187.htm', 'failure']
['苏HP8999号宝马牌轿车', '//sf.taobao.com/sf_item/564766301381.htm', 'failure']
['豫MB2387雪佛兰牌SGM7169MTA汽车', '//sf.taobao.com/sf_item/564920175658.htm', 'failure']
['鲁Q513E2号别克牌小型普通客车', '//sf.taobao.com/sf_item/565385296754.htm', 'failure']
['冀H5M333', '//sf.taobao.com/sf_item/565870600904.htm', 'failure']
['冀H5M531', '//sf.taobao.com/sf_item/565870728112.htm', 'failure']
['粤SD5945等27辆五洲龙牌大型普通客车', '//sf.taobao.com/sf_item/566039952147.htm', 'failure']
['（破）关于浙江三志纺织有限公司名下浙EQ7558克莱斯勒小型轿车', '//sf.taobao.com/sf_item/566086403239.htm', 'failure']
['（破）车牌号为浙C33308安徽江淮牌中型普通货车', '//sf.taobao.com/sf_item/566093256073.htm', 'failure']
['冀H5M375', '//sf.taobao.com/sf_item/566143935227.htm', 'failure']
['鲁Q268S5五菱轻型货车', '//sf.taobao.com/sf_item/566157364669.htm', 'failure']
['别克小型汽车', '//sf.taobao.com/sf_item/566215045666.htm', 'failure']
['苏GQ3058江淮牌小型轿车', '//sf.taobao.com/sf_item/566240228684.htm', 'failure']
['鲁QG671N五菱宏光小型客车', '//sf.taobao.com/sf_item/566268469637.htm', 'failure']
['鲁QGN750荣威小型轿车', '//sf.taobao.com/sf_item/566292374031.htm', 'failure']
['蒙迪欧牌CAF7200AC3小型轿车一辆', '//sf.taobao.com/sf_item/566292686269.htm', 'failure']
['拍卖牌照号津FAH821号大众牌小型轿车', '//sf.taobao.com/sf_item/566359161039.htm', 'failure']
['别克牌英朗牌小型轿车一台', '//sf.taobao.com/sf_item/566455022008.htm', 'failure']
['苏GE8563海马牌小型轿车', '//sf.taobao.com/sf_item/566517647720.htm', 'failure']
['一辆冀AU1473', '//sf.taobao.com/sf_item/566628709081.htm', 'failure']
['浙JK1859号蒙迪欧牌小型汽车', '//sf.taobao.com/sf_item/566666404670.htm', 'failure']
['陕AV272R号小型越野车', '//sf.taobao.com/sf_item/566675088511.htm', 'failure']
['轿车青AW5329（雪佛兰SGM7140MTB）', '//sf.taobao.com/sf_item/566360297584.htm', 'failure']
['粤A933CM号江淮牌厢式运输车一辆', '//sf.taobao.com/sf_item/566520159513.htm', 'failure']
['苏NBC979车辆', '//sf.taobao.com/sf_item/564572195992.htm', 'failure']
['湘B7K033尚酷小汽车WVWS4313', '//sf.taobao.com/sf_item/565275556207.htm', 'failure']
['哈弗H62015款运动版1.5T自动两驱尊享型汽车', '//sf.taobao.com/sf_item/565366576239.htm', 'failure']
['蒙KYS067奥迪牌小汽车', '//sf.taobao.com/sf_item/565377645841.htm', 'failure']
['日产轩逸牌小型汽车一辆', '//sf.taobao.com/sf_item/566160512175.htm', 'failure']
['苏J3551Z轻型厢式货车一辆', '//sf.taobao.com/sf_item/566275450238.htm', 'failure']
['车牌为浙AG359N双排厢式轻卡一辆', '//sf.taobao.com/sf_item/566412939224.htm', 'failure']
['新MV5189号梅赛德斯-奔驰牌小型轿车', '//sf.taobao.com/sf_item/566478439755.htm', 'failure']
['车牌号为鲁BU2Y68思威牌本田小型越野客车一辆', '//sf.taobao.com/sf_item/566656309347.htm', 'failure']
['车牌号为鲁BRS539宝马轿车一辆', '//sf.taobao.com/sf_item/566657161066.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁HY539的东风风神商务车', '//sf.taobao.com/sf_item/566664400718.htm', 'failure']
['车牌号为陕K4389H的长城牌皮卡车一辆', '//sf.taobao.com/sf_item/566682756956.htm', 'failure']
['号牌为鲁 V3L379黑色雪佛兰牌汽车一辆', '//sf.taobao.com/sf_item/566865506479.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁J7161学的解放牌B2教练车', '//sf.taobao.com/sf_item/566865630440.htm', 'failure']
['（破）苏EG0188上海别克小型轿车一辆', '//sf.taobao.com/sf_item/566891811192.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁HY646的海马牌轿车', '//sf.taobao.com/sf_item/566952111455.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁JHY702红旗一汽轿车', '//sf.taobao.com/sf_item/566952247439.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁J53899的中型客车', '//sf.taobao.com/sf_item/566952251907.htm', 'failure']
['（破）苏州航天特谱清洁能源有限公司苏E3827A捷达牌小汽车', '//sf.taobao.com/sf_item/565402317387.htm', 'failure']
['豫DZV988宝马牌轿车', '//sf.taobao.com/sf_item/566134420242.htm', 'failure']
['吉CU3177号速腾牌轿车', '//sf.taobao.com/sf_item/566145292417.htm', 'failure']
['北京现代牌闽D022G0', '//sf.taobao.com/sf_item/566151664857.htm', 'failure']
['津KV9511梅赛德斯-奔驰GL450汽车', '//sf.taobao.com/sf_item/566218877751.htm', 'failure']
['鲁KF539挂车', '//sf.taobao.com/sf_item/566428811821.htm', 'failure']
['浙K02690号中华汽车一辆', '//sf.taobao.com/sf_item/566432407070.htm', 'failure']
['鲁L06799普通低速货车一辆', '//sf.taobao.com/sf_item/566728173684.htm', 'failure']
['关于拍卖高飞王维明提供的登记在王维明名下的蒙K955R0号奔驰牌小型汽车壹辆', '//sf.taobao.com/sf_item/566804431317.htm', 'failure']
['浙EBW567别克牌小型普通客车', '//sf.taobao.com/sf_item/564362107033.htm', 'failure']
['五羊本田两轮摩托车一辆（红色）', '//sf.taobao.com/sf_item/564662638332.htm', 'failure']
['贵州创兴混凝土有限公司所有的车牌贵H28063重型货车', '//sf.taobao.com/sf_item/564974079376.htm', 'failure']
['贵州创兴混凝土有限公司所有的车牌厦工ⅠXG951Ⅲ装载机一台', '//sf.taobao.com/sf_item/564974219451.htm', 'failure']
['豫KVN813五菱牌小型轿车一辆', '//sf.taobao.com/sf_item/565723188791.htm', 'failure']
['（破）车牌号为苏AXP522车辆', '//sf.taobao.com/sf_item/565964570503.htm', 'failure']
['晋LYK522的帕萨特轿车一辆', '//sf.taobao.com/sf_item/565978169589.htm', 'failure']
['晋HLM256奥迪A3牌小型轿车一辆', '//sf.taobao.com/sf_item/566029860605.htm', 'failure']
['闽F19289号车', '//sf.taobao.com/sf_item/566081448079.htm', 'failure']
['闽FBF652号长安奥拓牌小型轿车', '//sf.taobao.com/sf_item/566093368873.htm', 'failure']
['三一牌SY365H型挖掘机', '//sf.taobao.com/sf_item/566156889646.htm', 'failure']
['湘BQ9725小型汽车一辆', '//sf.taobao.com/sf_item/566161545948.htm', 'failure']
['豫ME7515纳智捷牌小型普通客车', '//sf.taobao.com/sf_item/566193501444.htm', 'failure']
['粤H62517蓝色羊城牌轻型厢式货车', '//sf.taobao.com/sf_item/566285846442.htm', 'failure']
['苏E08J5F东风牌车辆', '//sf.taobao.com/sf_item/566289586175.htm', 'failure']
['奔驰A200红色小型轿车', '//sf.taobao.com/sf_item/566331339402.htm', 'failure']
['长安牌小型普通客车', '//sf.taobao.com/sf_item/566359491163.htm', 'failure']
['新疆若羌县一辆雷诺牌小型越野客车', '//sf.taobao.com/sf_item/566360827111.htm', 'failure']
['苏E062H7丰田牌车辆', '//sf.taobao.com/sf_item/566377055530.htm', 'failure']
['豫A330QV号宝马牌汽车', '//sf.taobao.com/sf_item/566410927274.htm', 'failure']
['苏C162D3号奥迪牌轿车一辆', '//sf.taobao.com/sf_item/566476784244.htm', 'failure']
['宁AA7208号车辆', '//sf.taobao.com/sf_item/566590001952.htm', 'failure']
['闽G29682、大运牌重型自卸货车', '//sf.taobao.com/sf_item/566756799957.htm', 'failure']
['宏昌天马牌货车', '//sf.taobao.com/sf_item/566088411820.htm', 'failure']
['沪D80449解放牌重型半挂牵引车、沪E1978挂重型集装箱半挂车第二轮第一次', '//sf.taobao.com/sf_item/565834610209.htm', 'failure']
['奥迪A6L小型普通客车一辆', '//sf.taobao.com/sf_item/565863452035.htm', 'failure']
['豫QEM355长城牌普通货车一辆', '//sf.taobao.com/sf_item/566043004215.htm', 'failure']
['大众辉腾牌轿车一台', '//sf.taobao.com/sf_item/566043504981.htm', 'failure']
['豫QE5355起亚牌小型轿车一辆', '//sf.taobao.com/sf_item/566044228066.htm', 'failure']
['车牌为鲁E53822比亚迪牌汽车一辆', '//sf.taobao.com/sf_item/566159129068.htm', 'failure']
['牌号为浙E1131P本田思铂睿牌汽车', '//sf.taobao.com/sf_item/566471212335.htm', 'failure']
['皖F28468重型自卸货车', '//sf.taobao.com/sf_item/566666646306.htm', 'failure']
['鲁AVD256号车辆', '//sf.taobao.com/sf_item/566547911561.htm', 'failure']
['云F48154三一牌大型汽车', '//sf.taobao.com/sf_item/565376755358.htm', 'failure']
['浙JW7979思迪牌小型轿车一辆', '//sf.taobao.com/sf_item/565753884045.htm', 'failure']
['车牌号为皖P3A233厢式货车一辆（不含车牌号）', '//sf.taobao.com/sf_item/565765696477.htm', 'failure']
['蒙BPA146号奥迪牌轿车', '//sf.taobao.com/sf_item/565926664558.htm', 'failure']
['（破）浙CN8168五菱牌小型面包车一辆', '//sf.taobao.com/sf_item/565981394785.htm', 'failure']
['南骏牌轻型货车', '//sf.taobao.com/sf_item/565989996037.htm', 'failure']
['车牌号为鲁BC228H的梅赛德斯-奔驰牌BJ7182V小轿车', '//sf.taobao.com/sf_item/565992567011.htm', 'failure']
['（破）浙CZS029解放牌普通货车一辆', '//sf.taobao.com/sf_item/566069307266.htm', 'failure']
['车牌号为粤MTJ659海马牌HMC7161小型轿车一辆', '//sf.taobao.com/sf_item/566158011248.htm', 'failure']
['奥德赛牌小型普通客车（车牌号：闽A8508A）', '//sf.taobao.com/sf_item/566185660873.htm', 'failure']
['宁A9N906 起亚牌小轿车', '//sf.taobao.com/sf_item/566192305351.htm', 'failure']
['贵CGN853号黑色长城牌轿车', '//sf.taobao.com/sf_item/566610510725.htm', 'failure']
['晋L63695晋L63673晋63686晋L63690晋L60019五辆客车', '//sf.taobao.com/sf_item/566644498968.htm', 'failure']
['豫B60506号重型半挂牵引车、豫B8195挂号重型仓棚式半挂车一辆', '//sf.taobao.com/sf_item/566158867880.htm', 'failure']
['新C34855猎豹机动车', '//sf.taobao.com/sf_item/565382251733.htm', 'failure']
['苏JFW529神行者SALFA2BA小型越野客车', '//sf.taobao.com/sf_item/565328422051.htm', 'failure']
['闽DB0360重型卡车及闽DL908挂平板挂车', '//sf.taobao.com/sf_item/565373665535.htm', 'failure']
['苏CR2728号华菱之星牌HN5310Z29D4重型仓栅式货车', '//sf.taobao.com/sf_item/565409675747.htm', 'failure']
['（破）苏BJA201奇瑞牌SQR7153A150小型轿车', '//sf.taobao.com/sf_item/565718196860.htm', 'failure']
['冰熊牌豫J86283重型厢式货车', '//sf.taobao.com/sf_item/565761461104.htm', 'failure']
['苏CBQ837号（尼桑牌ZN6452W1G）小型普通客车', '//sf.taobao.com/sf_item/565812132119.htm', 'failure']
['（破）长城5070气缸油', '//sf.taobao.com/sf_item/565828440052.htm', 'failure']
['正康宏泰牌重型仓栅式半挂车', '//sf.taobao.com/sf_item/565871117535.htm', 'failure']
['路洋所有的吉DD6785威志牌CA7137E4S轿车一辆。', '//sf.taobao.com/sf_item/565888273432.htm', 'failure']
['浙FJ2775（解放牌）重型半挂牵引车、浙FQ155(中集牌)重型罐式半挂车', '//sf.taobao.com/sf_item/565894969738.htm', 'failure']
['鲁Q28483别克牌小型轿车', '//sf.taobao.com/sf_item/565896834390.htm', 'failure']
['（破）苏BB691M长安牌SC6363B4Y小型普通客车', '//sf.taobao.com/sf_item/565907010813.htm', 'failure']
['（破）苏B1916R长安牌SC636395F小型普通客车', '//sf.taobao.com/sf_item/565907814868.htm', 'failure']
['被执行人沈曰军所有的鲁Q2J997号北京现代轿车一辆', '//sf.taobao.com/sf_item/565924553664.htm', 'failure']
['斯柯达牌SVW6432KGD车辆一台', '//sf.taobao.com/sf_item/565976781982.htm', 'failure']
['（破）苏B1007R长安牌SC636395F小型普通客车', '//sf.taobao.com/sf_item/565993223465.htm', 'failure']
['粤YZL412号缤智牌小型汽车', '//sf.taobao.com/sf_item/565998077666.htm', 'failure']
['号牌为粤RUC148的江铃牌轻型厢式货车', '//sf.taobao.com/sf_item/566000749820.htm', 'failure']
['车牌号为渝F3J215号长城牌小型越野客车一辆', '//sf.taobao.com/sf_item/566001649552.htm', 'failure']
['晋A53J51现代牌小型轿车一辆', '//sf.taobao.com/sf_item/566004670889.htm', 'failure']
['徐工牌QY100K汽车起重机', '//sf.taobao.com/sf_item/566011642017.htm', 'failure']
['白色时代牌农用车', '//sf.taobao.com/sf_item/566023170158.htm', 'failure']
['福田牌重型半挂牵引车', '//sf.taobao.com/sf_item/566032375090.htm', 'failure']
['牌号为桂PXY711的大众牌宝来小轿车', '//sf.taobao.com/sf_item/566134543422.htm', 'failure']
['关于金娜飞名下暂扣于东莞市黄江交警大队停车场的粤S07K03小汽车一辆', '//sf.taobao.com/sf_item/566136203557.htm', 'failure']
['浙H.P2235梅塞德斯奔驰小型越野客车', '//sf.taobao.com/sf_item/566138243858.htm', 'failure']
['黑H85158黑H2051', '//sf.taobao.com/sf_item/566675951093.htm', 'failure']
['沪C0WC75风神牌轿车一辆', '//sf.taobao.com/sf_item/564367056906.htm', 'failure']
['鲁Q5187N重型半挂牵引车', '//sf.taobao.com/sf_item/565109389301.htm', 'failure']
['起亚牌轻型客车', '//sf.taobao.com/sf_item/565641200763.htm', 'failure']
['四平市宏野公路客运有限公司客车', '//sf.taobao.com/sf_item/565661428255.htm', 'failure']
['四平市宏野公路客运有限公司客车', '//sf.taobao.com/sf_item/565662032298.htm', 'failure']
['豫RB877学二手教练车一辆', '//sf.taobao.com/sf_item/565718864859.htm', 'failure']
['豫RC216学二手教练车一辆', '//sf.taobao.com/sf_item/565718960712.htm', 'failure']
['豫R376Y二手教练车一辆', '//sf.taobao.com/sf_item/565719508380.htm', 'failure']
['豫RC258学二手教练车一辆', '//sf.taobao.com/sf_item/565719992032.htm', 'failure']
['东风牌小型普通客车', '//sf.taobao.com/sf_item/565773636043.htm', 'failure']
['四平市宏野公路客运有限公司客车', '//sf.taobao.com/sf_item/565776497433.htm', 'failure']
['四平市宏野公路客运有限公司客车', '//sf.taobao.com/sf_item/565776749302.htm', 'failure']
['豫RB963学二手教练车一辆', '//sf.taobao.com/sf_item/565833389855.htm', 'failure']
['豫RC155学二手教练车一辆', '//sf.taobao.com/sf_item/565833501835.htm', 'failure']
['新野豫RB793学二手教练车一辆', '//sf.taobao.com/sf_item/565833589754.htm', 'failure']
['豫RC298学二手教练车一辆', '//sf.taobao.com/sf_item/565834161927.htm', 'failure']
['豫RB972学二手教练车一辆', '//sf.taobao.com/sf_item/565834169847.htm', 'failure']
['豫RMZ118学二手教练车一辆', '//sf.taobao.com/sf_item/565834253625.htm', 'failure']
['豫RB993学二手教练车一辆', '//sf.taobao.com/sf_item/565834345499.htm', 'failure']
['豫RB967学二手教练车一辆', '//sf.taobao.com/sf_item/565834361438.htm', 'failure']
['新野豫RC287学二手教练车一辆', '//sf.taobao.com/sf_item/565834381458.htm', 'failure']
['豫RB991学二手教练车一辆', '//sf.taobao.com/sf_item/565834417123.htm', 'failure']
['豫RC165学东风二手教练车一辆', '//sf.taobao.com/sf_item/565834473135.htm', 'failure']
['鲁C923F8宝马牌小型汽车一辆', '//sf.taobao.com/sf_item/565859644904.htm', 'failure']
['湘LB780重型自卸货车的', '//sf.taobao.com/sf_item/565872937705.htm', 'failure']
['捷豹新MYP996', '//sf.taobao.com/sf_item/565884108139.htm', 'failure']
['豫RC138学二手教练车一辆', '//sf.taobao.com/sf_item/565909654343.htm', 'failure']
['豫RC195学二手教练车一辆', '//sf.taobao.com/sf_item/565909930248.htm', 'failure']
['豫RC259学二手教练车一辆', '//sf.taobao.com/sf_item/565910050049.htm', 'failure']
['四平市宏野公路客运有限公司客车', '//sf.taobao.com/sf_item/565936291974.htm', 'failure']
['豫RB891学二手教练车一辆', '//sf.taobao.com/sf_item/565993731952.htm', 'failure']
['豫RC260学二手教练车一辆', '//sf.taobao.com/sf_item/565994531801.htm', 'failure']
['豫RC168学二手教练车一辆', '//sf.taobao.com/sf_item/565994531805.htm', 'failure']
['豫RC167学二手教练车一辆', '//sf.taobao.com/sf_item/565994675513.htm', 'failure']
['蓝色厢式货车', '//sf.taobao.com/sf_item/566049419454.htm', 'failure']
['银色骊威牌DFL7163BB小型轿车', '//sf.taobao.com/sf_item/565926777889.htm', 'failure']
['福田牌BJ4258SNFJB-6型重型半挂牵引车及半挂车一辆', '//sf.taobao.com/sf_item/565961402936.htm', 'failure']
['车牌为鲁M6E806明锐SVW7166ESD小型轿车', '//sf.taobao.com/sf_item/566091363630.htm', 'failure']
['本田CRV轿车一辆', '//sf.taobao.com/sf_item/566103519506.htm', 'failure']
['吉利英伦轿车一辆', '//sf.taobao.com/sf_item/566104443645.htm', 'failure']
['现代瑞纳牌小型轿车', '//sf.taobao.com/sf_item/566116939321.htm', 'failure']
['维拉克斯牌小型越野车', '//sf.taobao.com/sf_item/566260288277.htm', 'failure']
['众泰T600,2.0T', '//sf.taobao.com/sf_item/566518287274.htm', 'failure']
['型号为WDDGF7HB梅赛德斯-奔驰小型汽车一辆', '//sf.taobao.com/sf_item/564141519266.htm', 'failure']
['闽FG0108轻型普通货车', '//sf.taobao.com/sf_item/564530766599.htm', 'failure']
['粤JBZ680号海马牌小型轿车', '//sf.taobao.com/sf_item/565554460610.htm', 'failure']
['开瑞牌小型面包车', '//sf.taobao.com/sf_item/565703324259.htm', 'failure']
['江铃牌小型普通客车', '//sf.taobao.com/sf_item/565704064050.htm', 'failure']
['蒙DXL032', '//sf.taobao.com/sf_item/565765700388.htm', 'failure']
['蒙DXL051解放牌小汽车', '//sf.taobao.com/sf_item/565765820219.htm', 'failure']
['蒙DXL650解放牌小汽车', '//sf.taobao.com/sf_item/565766156433.htm', 'failure']
['蒙DXL632解放牌小汽车', '//sf.taobao.com/sf_item/565766636850.htm', 'failure']
['蒙DXL059解放牌小汽车', '//sf.taobao.com/sf_item/565767224006.htm', 'failure']
['蒙DXL053解放牌小汽车', '//sf.taobao.com/sf_item/565768248702.htm', 'failure']
['蒙DXL651解放牌小汽车', '//sf.taobao.com/sf_item/565769388410.htm', 'failure']
['蒙DXL603解放牌小汽车', '//sf.taobao.com/sf_item/565769792781.htm', 'failure']
['蒙DXL691解放牌小汽车', '//sf.taobao.com/sf_item/565770804064.htm', 'failure']
['蒙DXL605解放牌小型汽车', '//sf.taobao.com/sf_item/565771752412.htm', 'failure']
['蒙DXL602解放牌小汽车', '//sf.taobao.com/sf_item/565772872908.htm', 'failure']
['豫A888MU丰田牌汽车一辆', '//sf.taobao.com/sf_item/565812817927.htm', 'failure']
['桂A13921雷诺科雷傲越野车', '//sf.taobao.com/sf_item/565827110069.htm', 'failure']
['津MHM866现代胜达小型越野客车一辆', '//sf.taobao.com/sf_item/565850894748.htm', 'failure']
['大众帕萨特汽车', '//sf.taobao.com/sf_item/565877265885.htm', 'failure']
['蒙DXL657解放牌小汽车', '//sf.taobao.com/sf_item/565884413282.htm', 'failure']
['蒙DXL637解放牌小汽车', '//sf.taobao.com/sf_item/565885405937.htm', 'failure']
['蒙DXL031解放牌小汽车', '//sf.taobao.com/sf_item/565886293323.htm', 'failure']
['蒙DXL631解放牌小汽车', '//sf.taobao.com/sf_item/565888145925.htm', 'failure']
['鲁QL908C金杯牌轻型普通货车', '//sf.taobao.com/sf_item/565889201331.htm', 'failure']
['蒙DXL061解放牌小汽车', '//sf.taobao.com/sf_item/565889865693.htm', 'failure']
['蒙DXL653解放小汽车', '//sf.taobao.com/sf_item/565955238493.htm', 'failure']
['蒙DXL030解放牌小汽车', '//sf.taobao.com/sf_item/565957902807.htm', 'failure']
['蒙DXL635解放牌小汽车', '//sf.taobao.com/sf_item/565958678328.htm', 'failure']
['蒙DXL065解放牌小汽车', '//sf.taobao.com/sf_item/565962022996.htm', 'failure']
['蒙DXL630解放牌小汽车', '//sf.taobao.com/sf_item/565964058921.htm', 'failure']
['蒙DXL638解放牌小汽车', '//sf.taobao.com/sf_item/565965970156.htm', 'failure']
['蒙DXL035解放牌小汽车', '//sf.taobao.com/sf_item/565966646026.htm', 'failure']
['蒙DXL639解放牌汽车', '//sf.taobao.com/sf_item/565967050788.htm', 'failure']
['蒙DXL613解放牌汽车', '//sf.taobao.com/sf_item/565967926241.htm', 'failure']
['贵CFJ053号北京现代牌小型轿车的拍卖公告(第二次)', '//sf.taobao.com/sf_item/565995687885.htm', 'failure']
['豫NH5085号比亚迪牌轿车一辆', '//sf.taobao.com/sf_item/565997791457.htm', 'failure']
['奔驰牌鲁H7Z300车辆一辆', '//sf.taobao.com/sf_item/566038051357.htm', 'failure']
['蒙DXL652解放牌汽车', '//sf.taobao.com/sf_item/566041751237.htm', 'failure']
['吉DF5267号捷达轿车一辆', '//sf.taobao.com/sf_item/566042045960.htm', 'failure']
['蒙DXL633解放牌汽车', '//sf.taobao.com/sf_item/566042955427.htm', 'failure']
['蒙DXL690解放牌汽车', '//sf.taobao.com/sf_item/566046087281.htm', 'failure']
['蒙DXL623解放牌小汽车', '//sf.taobao.com/sf_item/566048851893.htm', 'failure']
['蒙DXL612解放牌小汽车', '//sf.taobao.com/sf_item/566053155363.htm', 'failure']
['拍卖公告', '//sf.taobao.com/sf_item/566323279479.htm', 'failure']
['新B62949号陕汽德龙X3000重型半挂牵引车', '//sf.taobao.com/sf_item/566004887173.htm', 'failure']
['鲁GZ587Q号江铃全顺牌汽车一辆', '//sf.taobao.com/sf_item/565887949049.htm', 'failure']
['鲁GZ339G号五菱宏光牌汽车一辆', '//sf.taobao.com/sf_item/566037367930.htm', 'failure']
['贵GL8688捷豹SAJAA228一辆小轿车', '//sf.taobao.com/sf_item/562009007416.htm', 'failure']
['牌号为苏MM9552颐达牌轿车一辆', '//sf.taobao.com/sf_item/564943401380.htm', 'failure']
['粤D07G16黑色金杯牌小型普通客车一辆', '//sf.taobao.com/sf_item/565266292847.htm', 'failure']
['豫L07000号宝马牌小型汽车', '//sf.taobao.com/sf_item/565295454980.htm', 'failure']
['川LZ2995解放牌轻型普通货车', '//sf.taobao.com/sf_item/565364960271.htm', 'failure']
['云A9P509号比亚迪牌QCJ7200E3小型轿车', '//sf.taobao.com/sf_item/565378135451.htm', 'failure']
['川LX7855 比亚迪轿车', '//sf.taobao.com/sf_item/565385716764.htm', 'failure']
['鲁H176VD东风雪铁龙牌小型轿车', '//sf.taobao.com/sf_item/565417424154.htm', 'failure']
['鲁HBV762/鲁HUL76挂解放牌重型半挂牵引车', '//sf.taobao.com/sf_item/565421372271.htm', 'failure']
['鲁HBV772/鲁HUK72挂解放牌重型半挂牵引车', '//sf.taobao.com/sf_item/565430008718.htm', 'failure']
['鲁HBV312/鲁HUF71挂解放牌重型半挂牵引车', '//sf.taobao.com/sf_item/565545101374.htm', 'failure']
['荣昌县鑫达机械链造有限公司所有的东风牌重型自卸货车两辆', '//sf.taobao.com/sf_item/565597369805.htm', 'failure']
['鲁J2X567佳乐KNAHH811小型普通客车', '//sf.taobao.com/sf_item/565600723557.htm', 'failure']
['雪佛兰牌SGM7145ATA自动档小型轿车', '//sf.taobao.com/sf_item/565657819548.htm', 'failure']
['津NX0005 梅赛德斯奔驰小型轿车', '//sf.taobao.com/sf_item/565664888645.htm', 'failure']
