问题发生时间,平台名称,所在地区,上线时间,出问题原因,url,注册资本,法人,风险暴露时间,注册人数,筹集资金,待收金额,现状
2015/1/22,矩顺财富,山东省淄博市,2014/10/24,终止运营,https://www.p2peye.com/thread-256631-1-1.html,1000万元人民币 ,毕应增,2015年1月,,不详,,平台清盘
2015/1/18,鸿川创投,山东省东营市,2014/11/26,提现困难,https://www.p2peye.com/thread-432821-1-1.html,1200万元人民币,赵川川,2015年1月18日,,"16,437,222.55 元",,提现困难
2015/1/19,鲁商贷,山东省济南市,2014/11/26,提现困难,https://www.p2peye.com/thread-252249-1-1.html,1201万元人民币 ,于光栋,2015年1月,,不详,,限制提现
2015/1/26,用心贷,四川省成都市,2014/10/28,平台失联,https://www.p2peye.com/thread-260431-1-1.html,1000 万元人民币 ,刘永兰,2015年1月,,不详,,老板失联
2015/1/20,众人贷  山东,山东省滨州市,2014/10/22,平台失联,https://www.p2peye.com/thread-253136-1-1.html,1200万元人民币 ,郝金水,2015年1月,,不详,,平台失联
2015/1/16,鼎泰益,广东省深圳市,2014/10/18,平台失联,https://www.p2peye.com/thread-299695-1-1.html,1000万元人民币,姜正伟,2015年1月,,"不详
",,平台失联
2015/1/17,名宏创投,山东省聊城市,2014/10/19,提现困难,https://www.p2peye.com/thread-249656-1-1.html,,,,,,,
2015/1/17,利丰网,四川省成都市,2014/7/8,提现困难,https://www.p2peye.com/thread-251520-1-1.html,8000 万 ,陈齐,2015年1月,,不详,,限制提现
2015/1/15,壹号金融,广东省深圳市,2014/10/17,平台失联,https://www.p2peye.com/thread-678101-1-1.html,5000万元,刘淑英,2016年1月11日,不详,"7,385,100.00元 ",不详,连续多日联系不上
2015/1/16,小小易贷,山东省滨州市,2014/10/18,跑路平台,https://www.p2peye.com/thread-299765-1-1.html,1000万元人民币,张晓磊,2015年1月,,"不详
",,关站跑路
2015/1/13,华商财富,湖南省长沙市,2014/10/15,提现困难,https://www.p2peye.com/forum.php?mod=viewthread&tid=244306&page=1&extra=,1000 万元人民币,毛多金（原法人：张思安）,2015年1月,,3000,,提现困难
2015/1/21,金榜财富,山东省滨州市,2014/10/23,终止运营,https://www.p2peye.com/thread-254556-1-1.html,600万元人民币 ,吕卫国,2015年1月,,不详,,停止运营
2015/1/15,虹银财富,上海市,2014/8/5,平台失联,https://www.p2peye.com/thread-678115-1-1.html,100000万元,杨爱朝,2016年1月14日,7332人,不详,不详,连续多日联系不上
2015/1/15,亨丰理财,河北省沧州市,2014/10/17,提现困难,https://www.p2peye.com/thread-678109-1-1.html,3000万元,付金辉,2016年1月14日,不详,不详,不详,限制提现
2015/1/8,青源贷,广东省深圳市,2014/10/10,跑路平台,https://www.p2peye.com/thread-240036-1-1.html,,,,,,,
2015/1/14,天天贷,广东省湛江市,2014/6/14,平台失联,https://www.p2peye.com/forum.php?mod=viewthread&tid=766146&page=,3000万元,张小英,2015年1月5日,不详,不详,不详,网站无法访问
2015/1/16,上咸BANK,山东省济南市,2014/1/13,平台失联,https://www.p2peye.com/thread-248774-1-1.html,1666万元人民币 ,王鹏飞,2015年1月,,不详,,平台失联
2015/1/17,东兴达投资,山西省太原市,2014/10/19,平台诈骗,https://www.p2peye.com/thread-263190-1-1.html,,,,,,,
2015/1/14,玉丰财富,山东省潍坊市,2014/10/29,提现困难,https://www.p2peye.com/thread-432833-1-1.html,1000万元人民币,林玉欣,2015年1月14日,,"12,776,250 元",,提现困难
2015/1/16,文妥财富（稳妥贷）,广东省惠州市,2014/4/12,提现困难,https://www.p2peye.com/thread-248598-1-1.html,3000万元人民币,周稳妥,2015年1月,,不详,,停止发标，暂不提现
2015/1/17,汾湖投资,广东省深圳市,2014/10/19,跑路平台,https://www.p2peye.com/thread-249478-1-1.html,,,,,,,
2015/1/14,御托贸易,上海市,2014/10/16,平台诈骗,https://www.p2peye.com/thread-247685-1-1.html,10万,郑谊帆,2015年1月,,不详,,平台失联
2015/1/17,汇众商贷,山东省青岛市,2014/10/19,平台失联,https://www.p2peye.com/thread-249734-1-1.html,,,,,,,
2015/1/7,宏鸣财富,山东省潍坊市,2014/10/9,提现困难,https://www.p2peye.com/thread-266478-1-1.html,5000000,张波涛,2015年1月,,不详,,提现困难
2015/1/17,泉旺创投,河北省石家庄市,2014/10/19,跑路平台,https://www.p2peye.com/thread-249476-1-1.html,,,,,,,
2015/1/7,万泽财富,山东省滨州市,2014/10/9,提现困难,https://www.p2peye.com/thread-667831-1-1.html,1500万元,郭长义,2016年1月6日,不详,27641400.00元,5581842.50元 ,提现困难
2015/1/13,多彩多乐,重庆市,2014/10/15,平台失联,https://www.p2peye.com/thread-245424-1-1.html,100 万元人民币,李一庆,2015年1月,,不详,,平台失联
2015/1/8,校园贷,山东省青岛市,2014/9/25,提现困难,https://www.p2peye.com/thread-240019-1-1.html,20000万元人民币 ,呙杰,2015年1月,,不详,,限制提现
2015/1/11,聚贷网,四川省成都市,2014/10/13,平台失联,https://www.p2peye.com/thread-243016-1-1.html,1000 万元人民币 ,蒋平,2015年1月,,不详,,提现困难，公司重组
2015/1/9,春强财富,山东省滨州市,2014/10/11,跑路平台,https://www.p2peye.com/thread-241302-1-1.html,,,,,,,
2015/1/8,每天美贷,广东省深圳市,2014/10/10,提现困难,https://www.p2peye.com/thread-239398-1-1.html,1000万元人民币,彭巧幼,2015年月,,不详,, 限制提现
2015/1/11,三农创投,山东省潍坊市,2014/10/13,提现困难,https://www.p2peye.com/thread-246829-1-1.html,500万元人民币 ,耿志强,2015年1月,,不详,,限制提现
2015/1/7,小旺旺理财,河北省沧州市,2014/10/21,平台失联,https://www.p2peye.com/forum.php?mod=viewthread&tid=667871&page=1&extra=#pid2815886,1000万元,盛严海,2015年11月23日,不详,不详,不详,提现困难
2015/1/7,滨州财富,山东省滨州市,2014/10/9,提现困难,https://www.p2peye.com/thread-432853-1-1.html,1000万元人民币,张洪军,2015年1月7日,,"11,017.51万",,提现困难，秘而不宣
2015/1/7,高新盛,广东省深圳市,2013/9/1,提现困难,https://www.p2peye.com/thread-247112-1-1.html,10000万元人民币,陈志权,2015年1月,,不详,,提现困难
2015/1/7,众信财富,河北省沧州市,2014/10/9,提现困难,https://www.p2peye.com/thread-238321-1-1.html,1000.0万人民币,张云涛,2015年1月,,不详,,限制提现
2015/1/7,惠利银通,河南省郑州市,2014/10/9,提现困难,https://www.p2peye.com/thread-236801-1-1.html,"1,000万元",宋海峰,2015年1月,,不详,,限制提现
2015/1/6,玉丰投资,山东省潍坊市,2014/10/8,提现困难,https://www.p2peye.com/thread-243815-1-1.html,1000 万元人民币,林玉欣,2015年1月,,1200万,,提现困难 暂停发标
2015/1/8,信益贷,浙江省宁波市,2014/10/10,提现困难,https://www.p2peye.com/thread-240034-1-1.html,1500万元人民币,何水平,2015年1月,,不详,,强制续投，限制提现
2015/1/7,聚钱贷,江苏省苏州市,2014/10/22,平台失联,https://www.p2peye.com/thread-667809-1-1.html,1400万元,高雷,2016年1月5日,不详,不详,不详,连续多日联系不上
2015/1/5,中原贷,河南省郑州市,2012/8/1,,https://www.p2peye.com/thread-432828-1-1.html,501万元人民币,林允平,2015年1月5日,,480907639元,,提现困难
2015/1/3,天e贷,浙江省宁波市,2014/10/5,跑路平台,https://www.p2peye.com/thread-263404-1-1.html,1000万元人民币,虞明岳,2015年1月,,不详,,限制提现
2015/1/10,福人创投,山东省淄博市,2014/10/12,提现困难,https://www.p2peye.com/thread-242962-1-1.html,1000万元人民币,丁彬,2015年1月,,不详,,第一笔借款到期就提现困难
2015/1/12,美E贷,山东省淄博市,2014/10/14,终止运营,https://www.p2peye.com/thread-242977-1-1.html,1000万元人民币 ,王维惠,2015年月,,不详,,平台清盘
2015/1/6,金淮贷,江苏省南京市,2014/10/8,提现困难,https://www.p2peye.com/thread-237877-1-1.html,两千万,杨恺,2015年1月,,不详,,限额提现
2015/1/7,国创投资,上海市,2014/10/9,平台诈骗,https://www.p2peye.com/thread-238337-1-1.html,5000.0万人民币,白俊平,2015年1月,,不详,,诈骗跑路
2015/1/9,盛世汇盈,广东省梅州市,2014/10/11,提现困难,https://www.p2peye.com/thread-241029-1-1.html,2000万人民币元,黄志友,2015年1月,,不详,,提现困难
2014/12/31,真诚贷,山东省莱芜市,2014/10/2,提现困难,https://www.p2peye.com/thread-236789-1-1.html,1000万元人民币 ,朱向新,2014年12月,,不详,,限制提现
2015/1/4,豫诚财富,河南省新乡市,2014/10/6,提现困难,https://www.p2peye.com/thread-234651-1-1.html,壹仟万元整,郜军政,2015年1月,,不详,,提现困难
2014/12/31,鼎和贷,广东省深圳市,2014/10/2,平台失联,https://www.p2peye.com/thread-233457-1-1.html,1000万元人民币,伍可城,2014年12月,,不详,,平台失联
2014/12/30,亿泰格翔,山东省滨州市,2014/10/1,提现困难,https://www.p2peye.com/thread-233462-1-1.html,1000万 ,刘勇勇 ,2014年12月,,不详,,提现困难
2015/1/5,天之源贷,广东省深圳市,2013/11/11,提现困难,https://www.p2peye.com/thread-235455-1-1.html,1000万元人民币,谭蕾蕾,2015年1月,,不详,,提现困难
2014/12/29,聚信通,山东省青岛市,2014/9/30,提现困难,https://www.p2peye.com/thread-231338-1-1.html,1100万元人民币,杨金富,2014年12月,,不详,,限制困难
2015/1/4,人贷贷,广东省深圳市,2014/10/6,平台失联,https://www.p2peye.com/thread-234961-1-1.html,2000万元人民币,黄丽珍,2015年1月,,不详,,平台失联
2014/12/29,永信财富,陕西省商洛市,2014/9/30,提现困难,https://www.p2peye.com/thread-231408-1-1.html,壹仟万元,朱凌云,2014年12月,,不详,,暂停提现
2014/12/29,华夏信,江苏省苏州市,2014/9/30,提现困难,https://www.p2peye.com/thread-230946-1-1.html,1000万元,阚蒙蒙,2014年12月,,不详,,提现困难
2014/12/29,汇丰创投,湖南省怀化市,2013/12/2,提现困难,https://www.p2peye.com/thread-231164-1-1.html,5000万元人民币,沙忠伟,2014年12月,,不详,,提现困难强制续投
2014/12/30,锐畅易贷,山东省德州市,2014/10/1,提现困难,https://www.p2peye.com/thread-231648-1-1.html,,,,,,,
2015/1/6,MY标客,江苏省徐州市,2014/10/8,终止运营,https://www.p2peye.com/thread-237850-1-1.html,500万元人民币,厉明辉,2015年1月,,不详,,平台清盘
2014/12/30,神州易贷,山东省青岛市,2013/9/9,提现困难,https://www.p2peye.com/thread-231823-1-1.html,,,,,,,
2014/12/31,度尔投资,上海市,2014/10/2,平台失联,https://www.p2peye.com/thread-233009-1-1.html,480.0万人民币,沈冬雷,2014年12月,,不详,,平台失联
2014/12/30,泓润恒业,广东省深圳市,2014/10/1,提现困难,https://www.p2peye.com/thread-231621-1-1.html,,,,,,,
2014/12/26,稳益贷,山东省东营市,2014/9/27,提现困难,https://www.p2peye.com/thread-228784-1-1.html,1000万元人民币,乔清锋,2014年12月,,不详,,限制困难
2014/12/29,欣旺达财富,浙江省宁波市,2014/9/30,提现困难,https://www.p2peye.com/thread-230178-1-1.html,,,,,,,
2014/12/29,圣达创投,山东省潍坊市,2014/9/30,,https://www.p2peye.com/thread-231158-1-1.html,,,,,,,
2014/12/24,联帮财富,江苏省苏州市,2014/9/25,平台失联,https://www.p2peye.com/thread-226774-1-1.html,2000万元人民币,陶煜,2014年12月,,不详,,平台失联
2014/12/29,龙源金融,山东省枣庄市,2014/9/30,提现困难,https://www.p2peye.com/thread-230909-1-1.html,2018万元人民币,汪锋泳,2014年12月,,不详,,提现困难，停止营业
2014/12/29,快速贷,广东省惠州市,2012/7/7,提现困难,https://www.ksudai.com,,,,,,,
2014/12/24,涌金贷,浙江省杭州市,2013/2/27,提现困难,https://www.p2peye.com/thread-226679-1-1.html,5000万元人民币,张宝忠,2014年12月,,不详,, 限制提现
2014/12/24,华辰易贷,湖南省长沙市,2014/3/12,提现困难,https://www.p2peye.com/thread-226836-1-1.html,1000万元人民币,徐灵,2014年12月,,不详,,提现困难
2014/12/24,大融小贷,重庆市,2014/9/25,平台失联,https://www.p2peye.com/thread-280339-1-1.html,5000万人民币,刘大培,2014年12月,,不详,,关站失联
2014/12/23,兴业易贷,贵州省其他,2014/7/8,提现困难,https://www.p2peye.com/thread-225701-1-1.html,有限合伙企业,曹斌,2014年12月,,不详,,提现困难
2014/12/26,中大财富,广东省广州市,2010/5/18,提现困难,https://www.p2peye.com/thread-228622-1-1.html,1000.000000万元人民币,夏文华,2014年12月,,不详,,提现困难
2014/12/24,汉泽天下,山东省潍坊市,2014/9/25,提现困难,https://www.p2peye.com/thread-227593-1-1.html,580万,高文军,2014年12月,,不详,,限额提现
2014/12/27,积储在线,山东省枣庄市,2014/9/28,提现困难,https://www.p2peye.com/thread-229488-1-1.html,,,,,,,
2014/12/21,鲁润创投,河北省衡水市,2014/9/22,终止运营,https://www.p2peye.com/thread-226746-1-1.html,1000.0万人民币,陈延宾,2014年12月,,不详,,平台失联，网站关闭
2014/12/29,皇顺贷,山东省东营市,2014/9/30,提现困难,https://www.p2peye.com/thread-231158-1-1.html,,,,,,,
2014/12/23,鸿康创投,山东省泰安市,2014/9/24,提现困难,https://www.p2peye.com/thread-226852-1-1.html,500万元人民币 ,彭德东,2014年12月,,不详,,提现困难
2014/12/23,银通贷,广东省深圳市,2010/1/13,提现困难,https://www.p2peye.com/thread-225665-1-1.html,5000万元人民币,张勇,2014年12月,,不详,,提现困难
2014/12/24,德州贷,山东省德州市,2014/9/25,提现困难,https://www.p2peye.com/thread-226951-1-1.html,壹仟万元整,杨瑞峰,2014年12月,,不详,,限额提现
2014/12/23,金豪利,广东省深圳市,2014/9/24,提现困难,https://www.p2peye.com/thread-225359-1-1.html,,,,,,,
2014/12/23,金泰财富,山东省泰安市,2014/9/11,提现困难,https://www.p2peye.com/thread-225591-1-1.html,5000万元人民币 ,赵焕民,2014年12月,,不详,,提现困难
2014/12/23,基鼎贷,山东省淄博市,2014/9/24,提现困难,https://www.p2peye.com/thread-225682-1-1.html,1000万元人民币,于冰,2014年12月,,不详,,提现困难
2014/12/23,拓达贷,山东省滨州市,2014/9/24,平台失联,https://www.p2peye.com/thread-226240-1-1.html,1000万,程海刚,2014年12月,,不详,,提现困难，平台失联
2014/12/23,湘中银联,湖南省长沙市,2014/5/27,提现困难,https://www.p2peye.com/thread-225693-1-1.html,壹仟万元整,朱江,2014年12月,,不详,,提现困难
2014/12/29,贷贷通,四川省成都市,2014/9/30,平台失联,https://www.p2peye.com/thread-231337-1-1.html,,,,,,,
2014/12/24,雅戈创投,山东省菏泽市,2014/9/25,终止运营,https://www.p2peye.com/thread-226575-1-1.html,,,,,,,
2014/12/22,心诚创投,山东省其他,2014/9/23,提现困难,https://www.p2peye.com/thread-233006-1-1.html,1000万元整,郑淑珍,2014年12月,,不详,,提现困难
2014/12/27,财富广域,北京市 北京市,2014/8/6,平台诈骗,https://www.p2peye.com/thread-229728-1-1.html,,,,,,,
2014/12/23,美嘉创投,山东省青岛市,2014/9/13,终止运营,https://www.p2peye.com/thread-224864-1-1.html,,,,,,,
2014/12/24,金德易贷,山东省滨州市,2014/9/25,提现困难,https://www.p2peye.com/thread-226940-1-1.html,500万,孙卫平,2014年12月,,不详,,限额提现
2014/12/22,汇金众盈,北京市,2014/9/23,平台失联,https://www.p2peye.com/thread-225020-1-1.html,2000 万元 人民币 ,邓威富（官网上的信息不一致，看配图）,2014年12月,,不详,,平台失联
2014/12/17,温州金融港,浙江省温州市,2014/9/18,提现困难,https://www.p2peye.com/thread-224380-1-1.html,叁仟万元整,黄荣珍,2014年12月,,不详,,提现困难
2014/12/24,四季贷,安徽省合肥市,2014/9/25,平台失联,https://www.p2peye.com/thread-228175-1-1.html,"1,000万元",张明,2014年12月,,不详,,提现困难，平台失联
2014/12/17,蜀易贷,四川省成都市,2013/11/6,提现困难,https://www.p2peye.com/thread-224382-1-1.html,1000 万元人民币 ,胡楷,2014年12月,,不详,,提现困难
2014/12/14,琳鹏创投,贵州省其他,2014/7/8,提现困难,https://www.p2peye.com/thread-233476-1-1.html,10000 万元人民币,杨正林,2014年12月,,不详,,提现困难
2014/12/19,台商金融,浙江省台州市,2014/7/29,终止运营,https://www.p2peye.com/thread-223848-1-1.html,,,,,,,
2014/12/23,冠宇投资,山东省济南市,2014/9/24,平台诈骗,https://www.p2peye.com/thread-225016-3-1.html,,,,,,,
2014/12/18,18亮点贷,甘肃省其他,2014/9/19,平台诈骗,https://www.p2peye.com/thread-221232-1-1.html,,,,,,,
2014/12/12,硕宝投资,山东省其他,2014/9/13,提现困难,https://www.p2peye.com/thread-215711-1-1.html?highlight=%CB%B6%B1%A6,,,,,,,
2014/12/17,金融港,浙江省温州市,2014/5/4,提现困难,https://www.p2peye.com/thread-224380-1-1.html,叁仟万元整,黄荣珍,2014年12月,,不详,,提现困难
2014/12/18,大幅创投,广东省其他,2014/9/19,平台失联,https://www.p2peye.com/thread-221221-1-1.html,,,,,,,
2014/12/18,兴盛贷,山东省泰安市,2014/8/7,提现困难,https://www.p2peye.com/thread-221795-1-1.html,,,,,,,
2014/12/18,金陵财富,江苏省其他,2014/9/19,跑路平台,https://www.p2peye.com/thread-221221-1-1.html,,,,,,,
2014/12/16,标晨投资,上海市,2014/7/20,跑路平台,https://www.p2peye.com/thread-218277-1-1.html,,,,,,,
2014/12/20,民生投资,山东省潍坊市,2014/11/19,提现困难,https://www.p2peye.com/thread-222930-1-1.html,,,,,,,
2014/12/12,华富信投,山东省其他,2014/9/13,平台失联,https://www.p2peye.com/thread-215051-1-1.html?highlight=%BB%AA%B8%BB%D0%C5%CD%B6,,,,,,,
2014/12/11,财富天下,广东省深圳市,2013/12/2,提现困难,https://www.p2peye.com/thread-214638-1-1.html,,,,,,,
2014/12/8,鑫汇在线,广东省深圳市,2014/9/9,终止运营,https://www.p2peye.com/thread-210582-1-1.html?highlight=%F6%CE%BB%E3%D4%DA%CF%DF,,,,,,,
2014/12/16,易投,河北省其他,2014/9/17,平台诈骗,https://www.p2peye.com/thread-218661-1-1.html,,,,,,,
2014/12/17,立贷通,山东省青岛市,2014/9/18,平台失联,https://www.p2peye.com/forum.php?mod=viewthread&tid=234841&page=1&extra=#pid1196608,1200万元人民币 ,于建国,2014年12月,,不详,,平台失联
2014/12/16,恒丰信投,山东省淄博市,2014/9/17,提现困难,https://www.p2peye.com/thread-218500-1-1.html,,,,,,,
2014/12/16,皓峰财富,山东省青岛市,2014/9/17,提现困难,https://www.p2peye.com/thread-218140-1-1.html?highlight=%F0%A9%B7%E5%B2%C6%B8%BB,,,,,,,
2014/12/8,财益创投,山东省其他,2014/9/9,平台失联,https://www.p2peye.com/thread-676904-1-1.html,1500万元,杨伟,2014年12月8日,不详,不详,不详,变更为赌博类网站
2014/12/15,德信财富,山东省其他,2014/9/16,终止运营,https://www.p2peye.com/thread-216892-1-1.html,,,,,,,
2014/12/15,宜信宜投,安徽省其他,2014/9/16,提现困难,https://www.p2peye.com/thread-218394-1-1.html,,,,,,,
2014/12/10,三姐投融,广东省其他,2014/9/11,提现困难,https://www.p2peye.com/thread-193978-1-1.html?highlight=%C8%FD%BD%E3%CD%B6%C8%DA,,,,,,,
2014/12/12,华鑫恒生,湖南省长沙市,2014/7/3,终止运营,https://www.p2peye.com/thread-215504-1-1.html#community_latest,,,,,,,
2014/12/16,瑞城金融,江苏省南京市,2014/4/29,终止运营,https://www.p2peye.com/thread-218816-1-1.html,,,,,,,
2014/12/15,中汇在线,广东省深圳市,2013/6/9,提现困难,https://www.p2peye.com/thread-216539-1-1.html#community_latest,,,,,,,
2014/12/16,宜客贷,安徽省其他,2014/9/17,终止运营,https://www.p2peye.com/thread-218589-1-1.html#community_latest,,,,,,,
2014/12/9,小微所,广东省深圳市,2014/9/10,提现困难,https://www.p2peye.com/thread-211956-1-1.html,,,,,,,
2014/12/12,鄂商贷,湖北省武汉市,2014/7/30,提现困难,https://www.p2peye.com/thread-213913-1-1.html?highlight=%B6%F5%C9%CC%B4%FB,,,,,,,
2014/12/16,稳稳盈,上海市,2014/9/17,平台诈骗,https://www.p2peye.com/thread-218683-1-1.html,,,,,,,
2014/12/9,全民贷,浙江省杭州市,2012/6/25,提现困难,https://www.p2peye.com/thread-211901-1-1.html,,,,,,,
2014/12/10,华迪易投,河北省沧州市,2014/9/11,平台失联,https://www.p2peye.com/thread-212885-1-1.html,,,,,,,
2014/12/11,聚金投资,四川省绵阳市,2014/9/12,提现困难,https://www.p2peye.com/thread-222388-1-1.html,,,,,,,
2014/12/11,甬都贷,浙江省宁波市,2014/9/12,提现困难,https://www.p2peye.com/thread-227807-1-1.html,1000万元人民币,陈文芳,2014年12月,,不详,,限额提现
2014/12/13,姑苏财富,江苏省苏州市,2014/10/22,提现困难,https://www.p2peye.com/thread-216054-1-1.html?highlight=%B9%C3%CB%D5%B2%C6%B8%BB,,,,,,,
2014/12/10,聚宝盆,广东省惠州市,2014/4/14,提现困难,https://www.p2peye.com/thread-212025-1-1.html?highlight=%BE%DB%B1%A6%C5%E8,,,,,,,
2014/12/9,佳伦资本,四川省成都市,2014/9/10,平台诈骗,https://www.p2peye.com/thread-211201-1-1.html,,,,,,,
2014/12/4,盛世创投,广东省深圳市,2013/1/7,提现困难,https://www.p2peye.com/thread-208245-1-1.html,,,,,,,
2014/12/10,一本贷,浙江省杭州市,2013/12/1,提现困难,https://www.p2peye.com/thread-212395-1-1.html,,,,,,,
2014/12/10,钱塘人家,浙江省其他,2014/9/11,提现困难,https://www.p2peye.com/thread-212386-1-1.html?highlight=%C7%AE%CC%C1%C8%CB%BC%D2,,,,,,,
2014/11/27,鼎诚财富,浙江省杭州市,2014/6/19,提现困难,https://www.p2peye.com/thread-200484-1-1.html,,,,,,,
2014/11/26,深港易贷,广东省深圳市,2014/9/16,提现困难,https://www.p2peye.com/thread-199342-1-1.html,,,,,,,
2014/12/2,金诺鼎,四川省成都市,2014/1/28,提现困难,https://www.p2peye.com/thread-205632-1-1.html?highlight=%BD%F0%C5%B5%B6%A6,,,,,,,
2014/12/16,新中金财富,河南省其他,2014/9/17,终止运营,https://www.p2peye.com/thread-218307-1-1.html,,,,,,,
2014/12/7,幸福e贷,广东省其他,2014/9/8,提现困难,https://www.p2peye.com/thread-213948-1-1.html,,,,,,,
2014/12/8,汇亿财富,安徽省合肥市,2014/9/9,提现困难,https://www.p2peye.com/thread-211020-1-1.html,,,,,,,
2014/11/30,一诺财富,陕西省西安市,2014/9/1,平台诈骗,https://www.p2peye.com/thread-202275-1-1.html,,,,,,,
2014/11/26,瓯江贷,浙江省丽水市,2014/8/28,提现困难,https://www.p2peye.com/thread-198410-1-1.html,,,,,,,
2014/11/18,乐贷网-济南,山东省济南市,2013/4/8,提现困难,https://www.p2peye.com/thread-194214-1-1.html,1000万元人民币 ,李伟,2014年11月,,不详,,停止提现
2014/12/2,益元贷,上海市,2014/9/3,提现困难,https://www.p2peye.com/thread-204342-1-1.html,,,,,,,
2014/12/3,融丰创投,浙江省其他,2014/9/4,提现困难,https://www.p2peye.com/thread-217449-1-1.html,,,,,,,
2014/12/5,轻纺城金融,浙江省绍兴市,2013/10/10,警方介入,https://www.p2peye.com/thread-208255-1-1.html,,,,,,,
2014/12/3,满堂金,江苏省苏州市,2014/3/22,提现困难,https://www.p2peye.com/thread-206649-1-1.html,,,,,,,
2014/11/28,昊泽贷,山东省德州市,2014/8/30,提现困难,https://www.p2peye.com/thread-201556-1-1.html,,,,,,,
2014/11/27,旭日贷,广东省深圳市,2013/6/5,提现困难,https://www.p2peye.com/thread-200548-1-1.html?highlight=%D0%F1%C8%D5%B4%FB,,,,,,,
2014/11/21,渝商创投,重庆市,2013/8/10,提现困难,https://www.p2peye.com/thread-194958-1-1.html,,,,,,,
2014/12/5,融融网,北京市,2014/10/22,提现困难,https://www.p2peye.com/forum.php?mod=viewthread&tid=208356&page=1&extra=#pid1010564,,,,,,,
2014/11/27,联创财富,浙江省宁波市,2013/11/1,提现困难,https://www.p2peye.com/thread-200505-1-1.html,,,,,,,
2014/12/2,现佳创富,广东省深圳市,2014/9/3,提现困难,https://www.p2peye.com/thread-204792-1-1.html,,,,,,,
2014/12/2,聚融贷,浙江省台州市,2014/9/3,跑路平台,https://www.p2peye.com/thread-203567-1-1.html,,,,,,,
2014/12/2,爱网贷,山东省泰安市,2014/10/22,提现困难,https://www.p2peye.com/thread-203875-1-1.html,,,,,,,
2014/12/2,君茂财富,浙江省杭州市,2013/12/26,提现困难,https://www.p2peye.com/thread-205253-1-1.html?highlight=%BE%FD%C3%AF%B2%C6%B8%BB,,,,,,,
2014/12/1,京浙贷,浙江省宁波市,2014/3/6,提现困难,https://www.p2peye.com/thread-202531-1-1.html?highlight=%BE%A9%D5%E3%B4%FB,,,,,,,
2014/11/25,雨滴财富,浙江省丽水市,2013/9/23,提现困难,https://www.p2peye.com/thread-197346-1-1.html,,,,,,,
2014/12/2,拉手贷,山东省青岛市,2013/9/5,提现困难,https://www.p2peye.com/thread-205220-1-1.html,,,,,,,
2014/11/17,润通创投,北京市,2013/12/2,提现困难,https://www.p2peye.com/thread-189651-1-1.html,,,,,,,
2014/11/22,北部湾财富,广西南宁市,2014/8/24,提现困难,https://www.p2peye.com/thread-195596-1-1.html,,,,,,,
2014/11/18,大华财富,山东省青岛市,2014/8/20,提现困难,https://www.p2peye.com/thread-191660-1-1.html,,,,,,,
2014/11/17,时时宝,安徽省芜湖市,2014/8/19,平台诈骗,https://www.p2peye.com/thread-190587-1-1.html,,,,,,,
2014/11/19,有钱贷,广西贺州市,2014/8/21,提现困难,https://www.p2peye.com/thread-192228-1-1.html,,,,,,,
2014/11/24,房车贷,湖南省长沙市,2014/8/26,终止运营,https://www.p2peye.com/thread-196362-1-1.html,,,,,,,
2014/11/21,信达财富,天津市,2013/2/21,提现困难,https://www.p2peye.com/thread-194267-1-1.html,,,,,,,
2014/11/6,惠兴通,浙江省丽水市,2014/8/8,提现困难,https://www.p2peye.com/thread-181720-1-1.html,,,,,,,
2014/11/19,荣锦创投,北京市,2014/8/21,平台诈骗,https://www.p2peye.com/thread-192470-1-1.html,,,,,,,
2014/11/10,恒融财富,江苏省无锡市,2013/5/2,提现困难,https://www.herodai.com/article/detail.do?attr=1&contentId=245&channelId=16,,,,,,,
2014/11/21,美贷网,广东省深圳市,2012/7/1,提现困难,https://www.p2peye.com/thread-194267-1-1.html,,,,,,,
2014/11/17,瀚爽投资,上海市,2014/8/19,平台诈骗,https://www.p2peye.com/thread-190606-1-1.html,5000万人民币,徐远富,2014年11月,,不详,,多份证件资料作假
2014/11/7,力意财富,湖南省长沙市,2014/8/9,终止运营,https://www.liyicaifu.com/publicnotice/a243.html,,,,,,,
2014/11/16,聚宝通,广东省深圳市,2014/8/18,平台诈骗,https://www.p2peye.com/thread-189606-1-1.html,,,,,,,
2014/11/18,百信财富,广东省深圳市,2014/8/20,提现困难,https://www.p2peye.com/thread-191659-1-1.html,,,,,,,
2014/11/17,致雅财富,浙江省温州市,2013/6/3,提现困难,https://www.p2peye.com/article-3150-1.html,,,,,,,
2014/11/21,中融资本,浙江省杭州市,2012/11/1,提现困难,https://www.p2peye.com/thread-194267-1-1.html,,,,,,,
2014/11/13,幸福财富,福建省福州市,2014/10/22,提现困难,https://www.p2peye.com/thread-187217-1-1.html,,,,,,,
2014/11/10,银银贷,广东省深圳市,2014/8/12,平台诈骗,https://www.p2peye.com/thread-184834-1-1.html,,,,,,,
2014/11/11,聚融投,广东省深圳市,2014/8/13,平台诈骗,https://www.p2peye.com/thread-185948-1-1.html,,,,,,,
2014/11/12,汇财宝,四川省成都市,2014/8/14,终止运营,https://www.p2peye.com/thread-186495-1-1.html,,,,,,,
2014/11/3,南汇财富,广东省广州市,2014/8/5,平台诈骗,https://finance.ifeng.com/a/20141029/13226652_0.shtml,,,,,,,
